SourceText_lang,ID,ItemID,PvpFaction,SourceTypeEnum,SpellID
|cFFFFD200Schatz: |rTafel von Ren Yun|n|cFFFFD200Zone: |rKun-Lai-Gipfel,9261,0,-1,0,126654
|cFFFFD200Schatz: |rFass mit Bananenrum|n|cFFFFD200Zone: |rKrasarangwildnis,9262,0,-1,0,126655
|cFFFFD200Quest: |rFangen und tragen|n|cFFFFD200Zone: |rTal der Vier Winde,9263,0,-1,1,145038
|cFFFFD200Quest: |rDas ist eine echte Maßeinheit?|n|cFFFFD200Zone: |rTal der Vier Winde,9264,0,-1,1,145061
|cFFFFD200Quest: |rDie Geheimzutat ist...|n|cFFFFD200Zone: |rTal der Vier Winde,9265,0,-1,1,145062
|cFFFFD200Schatz: |rUralte Guo-Lai-Truhe|n|cFFFFD200Zone: |rTal der Ewigen Blüten,9269,0,-1,0,145309
|cFFFFD200Schatz: |rUralte Guo-Lai-Truhe|n|cFFFFD200Zone: |rTal der Ewigen Blüten,9270,0,-1,0,145305
|cFFFFD200Schatz: |rUralte Guo-Lai-Truhe|n|cFFFFD200Zone: |rTal der Ewigen Blüten,9271,0,-1,0,145310
|cFFFFD200Schatz: |rUralte Guo-Lai-Truhe|n|cFFFFD200Zone: |rTal der Ewigen Blüten,9272,0,-1,0,145307
|cFFFFD200Schatz: |rUralte Guo-Lai-Truhe|n|cFFFFD200Zone: |rTal der Ewigen Blüten,9273,0,-1,0,145311
|cFFFFD200Schatz: |rUralte Guo-Lai-Truhe|n|cFFFFD200Zone: |rTal der Ewigen Blüten,9274,0,-1,0,145308
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9284,0,-1,10,160958
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9285,0,-1,10,173978
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9286,0,-1,10,160962
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9287,0,-1,10,160966
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9288,0,-1,10,160968
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9289,0,-1,10,160969
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9290,0,-1,10,160971
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9291,0,-1,10,160973
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9292,0,-1,3,173979
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9293,0,-1,10,160978
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9294,0,-1,10,160979
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9295,0,-1,10,160981
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9296,0,-1,10,160982
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9297,0,-1,10,160983
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9298,0,-1,10,160984
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9299,0,-1,10,160986
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9300,0,-1,10,160987
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9301,0,-1,10,160989
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9302,0,-1,10,160999
|cFFFFD200Beruf:|r Kochkunst von Draenor (1)|n|cFFFFD200Entdeckung:|r Kochrezepte von Draenor,9303,0,-1,10,161000
|cFFFFD200Beute von:|r Weltbeute von Draenor|n|cFFFFD200Gegenstand:|r Kochen auf Draenor leicht gemacht,9304,0,-1,0,161001
|cFFFFD200Beute von:|r Weltbeute von Draenor|n|cFFFFD200Gegenstand:|r Kochen auf Draenor leicht gemacht,9305,0,-1,0,161002
|cFFFFD200Beruf: |rSchneiderei von Draenor (1),9314,0,-1,3,172539
|cFFFFD200Beruf:|r Alchemie von Draenor (1),9315,0,-1,3,172540
|cFFFFD200Beruf:|r Alchemie von Draenor (1)|n,9316,0,-1,3,172541
|cFFFFD200Beruf:|r Alchemie von Draenor (1)|n,9317,0,-1,3,172542
|cFFFFD200Verkäufer: |rKraank|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9363,0,0,2,180757
|cFFFFD200Verkäufer: |rKraank|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9364,0,0,2,180760
|cFFFFD200Verkäufer: |rKraank|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9365,0,0,2,180762
|cFFFFD200Verkäufer: |rKraank|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9366,0,0,2,180759
|cFFFFD200Verkäufer: |rKraank|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9367,0,0,2,180761
|cFFFFD200Verkäufer: |rKraank|n|cFFFFD200Zone: |rFrostwall|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9368,0,0,2,180758
|cFFFFD200Verkäufer: |rGalissa Sonnentau|n|cFFFFD200Zone: |rDunkelmond-Insel|n|cFFFFD200Kosten: |r10|Hitem:124669|h|TINTERFACE\ICONS\INV_MISC_FISH_51.BLP:0|t|h,9369,0,-1,2,185704
|cFFFFD200Verkäufer: |rGalissa Sonnentau|n|cFFFFD200Zone: |rDunkelmond-Insel|n|cFFFFD200Kosten: |r25|Hitem:124669|h|TINTERFACE\ICONS\INV_MISC_FISH_51.BLP:0|t|h,9370,0,-1,2,185708
|cFFFFD200Verkäufer: |rGalissa Sonnentau|n|cFFFFD200Zone: |rDunkelmond-Insel|n|cFFFFD200Kosten: |r50|Hitem:124669|h|TINTERFACE\ICONS\INV_MISC_FISH_51.BLP:0|t|h,9371,0,-1,2,185705
|cFFFFD200Beute von: |rHackschleuderer von Lok'goron|n|cFFFFD200Zone: |rTanaandschungel,9372,0,-1,0,190788
|cFFFFD200Quest: |rIch bin doch nicht blind!|n|cFFFFD200Zone: |rDer Hochberg,9392,0,-1,1,201413
|cFFFFD200Quest: |rEs hat sich ausgekrächzt|n|cFFFFD200Zone: |rVal'sharah,9393,0,-1,1,201496
|cFFFFD200Quest: |rSchwere Bürde|n|cFFFFD200Zone: |rSturmheim,9394,0,-1,1,201497
|cFFFFD200Quest: |rDer Magister der Mixologie|n|cFFFFD200Zone: |rAzsuna,9395,0,-1,1,201498
|cFFFFD200Quest:|r Zahltag|n|cFFFFD200Zone:|r Sturmheim|n|cFFFFD200Gegenstand:|r Sechszünders Vorratskiste,9396,0,-1,1,201499
|cFFFFD200Beute von: |rMyonix|n|cFFFFD200Zone: |rSuramar,9397,0,-1,0,201500
"|cFFFFD200Beute von:|r Suramar|n|cFFFFD200Gegenstand:|r Rezept: Meer, Rezept: Schnitzel|n",9398,0,-1,0,201501
|cFFFFD200Quest: |rMurlocs: Die nächste Generation|n|cFFFFD200Zone: |rDer Hochberg,9399,0,-1,1,201502
|cFFFFD200Verkäufer: |rMarkus Hjolbruk|n|cFFFFD200Zone: |rSuramar,9400,0,-1,2,201503
|cFFFFD200Beute von: |rDrogbar der Verheerten Inseln|n,9401,0,-1,0,201504
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9402,0,-1,10,201505
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9403,0,-1,10,201506
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9404,0,-1,10,201507
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9405,0,-1,10,201508
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9406,0,-1,10,201511
|cFFFFD200Quest: |rManche mögen's heißer|n|cFFFFD200Zone: |rDalaran|n|n|cFFFFD200Quest: |rDer verlorene Souschef|n|n|cFFFFD200Quest: |rZu viele Köche,9407,0,-1,1,201512
|cFFFFD200Beute von: |rMordvigbjorn|n|cFFFFD200Zone: |rSturmheim,9408,0,-1,0,201513
|cFFFFD200Quest: |rMoralschub|n|cFFFFD200Zone: |rAzsuna,9409,0,-1,1,201514
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9410,0,-1,10,201515
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9411,0,-1,10,201516
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9412,0,-1,10,201524
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9413,0,-1,10,201525
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9414,0,-1,10,201526
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9415,0,-1,10,201527
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9416,0,-1,10,201528
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9417,0,-1,10,201529
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9418,0,-1,10,201530
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9419,0,-1,10,201531
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9420,0,-1,10,201532
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9421,0,-1,10,201533
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9422,0,-1,10,201534
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9423,0,-1,10,201535
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9424,0,-1,10,201536
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9425,0,-1,10,201537
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9426,0,-1,10,201538
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9427,0,-1,10,201539
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9428,0,-1,10,201540
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9429,0,-1,10,201541
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9430,0,-1,10,201542
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9431,0,-1,10,201543
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9432,0,-1,10,201544
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9433,0,-1,10,201545
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9434,0,-1,10,201546
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9435,0,-1,10,201547
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9436,0,-1,10,201548
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9437,0,-1,10,201549
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9438,0,-1,10,201550
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9439,0,-1,10,201551
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9440,0,-1,10,201552
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9441,0,-1,10,201553
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9442,0,-1,10,201554
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9443,0,-1,10,201555
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9444,0,-1,10,201556
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9445,0,-1,10,201557
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9446,0,-1,10,201558
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9447,0,-1,10,201559
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9448,0,-1,10,201560
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9449,0,-1,10,201561
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9450,0,-1,10,201562
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9451,0,-1,10,201563
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9452,0,-1,10,201683
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9453,0,-1,10,201684
|cFFFFD200Zone:|r Dalaran|n|cFFFFD200NSC:|r Nomi|n|cFFFFD200Entdeckung:|r Nomis Testküche,9454,0,-1,10,201685
|cFFFFD200Berufsausbilder: |rErste Hilfe (1)|n|cFFFFD200Kosten: |r10|TINTERFACE\MONEYFRAME\UI-COPPERICON.BLP:0|t,9457,0,-1,3,202853
|cFFFFD200Berufsausbilder: |rSchneiderei der Verheerten Inseln (60)|n|cFFFFD200Kosten: |r17|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9458,0,-1,3,202854
,9463,0,-1,-1,211353
|cFFFFD200Berufsausbilder: |rKlassische Verzauberkunst (275)|n|cFFFFD200Kosten: |r41|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9471,0,-1,3,217637
|cFFFFD200Berufsausbilder: |rVerzauberkunst der Scherbenwelt (50)|n|cFFFFD200Kosten: |r8|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9472,0,-1,3,217641
|cFFFFD200Berufsausbilder: |rVerzauberkunst von Nordend (50)|n|cFFFFD200Kosten: |r15|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9473,0,-1,3,217644
|cFFFFD200Berufsausbilder: |rVerzauberkunst (Cataclysm) (50)|n|cFFFFD200Kosten: |r3|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9474,0,-1,3,217645
|cFFFFD200Beruf: |rVerzauberkunst von Pandaria (50)|n|cFFFFD200Lehrer: |rLai die Zauberpranke|n|cFFFFD200Zone: |rDer Jadewald|n|cFFFFD200Kosten: |r2|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9475,0,-1,3,217650
|cFFFFD200Verkäufer: |rRushi der Fuchs|n|cFFFFD200Zone: |rTonlongsteppe|n|cFFFFD200Fraktion: |rShado-Pan - Respektvoll|n|cFFFFD200Kosten: |r40|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9476,0,-1,2,217651
|cFFFFD200Quest: |rKontrolle der Elemente|n|cFFFFD200Zone: |rTiefenheim,9480,0,-1,1,217649
|cFFFFD200Beute von:|r Tichondrius|n|cFFFFD200Zone:|r Die Nachtfestung (Normal)|n,9503,0,-1,0,213916
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9504,0,1,2,171276
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9505,0,1,2,171270
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9506,0,1,2,171271
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9507,0,1,2,171272
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9508,0,1,2,171273
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9509,0,1,2,171274
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9510,0,1,2,171275
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9511,0,1,2,171277
|cFFFFD200Verkäufer: |rLeara Mondseide|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r5|Hitem:118721|h|TINTERFACE\ICONS\INV_MISC_BOOK_09.BLP:0|t|h,9512,0,1,2,171288
|cFFFFD200Verkäufer: |rRoyce Großbart|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118720|h|TINTERFACE\ICONS\INV_MISC_BOOK_11.BLP:0|t|h,9513,0,1,2,177169
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9514,0,1,2,156560
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9515,0,1,2,156561
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9516,0,1,2,156563
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9517,0,1,2,156564
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9518,0,1,2,156568
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9519,0,1,2,156569
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9520,0,1,2,156571
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9521,0,1,2,156572
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r5|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9522,0,1,2,156576
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9523,0,1,2,156577
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9524,0,1,2,156578
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9525,0,1,2,156579
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9526,0,1,2,156580
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r9|TINTERFACE\MONEYFRAME\UI-GOLDICON.BLP:0|t,9527,0,1,2,156581
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9528,0,1,2,162403
|cFFFFD200Verkäufer: |rKatherine Joplin|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:118700|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9529,0,1,2,156584
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9530,0,1,2,159673
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9531,0,1,2,158877
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9532,0,1,2,158878
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9533,0,1,2,158879
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9534,0,1,2,158881
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r5|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9535,0,1,2,159672
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9536,0,1,2,158884
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9537,0,1,2,158885
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9538,0,1,2,158886
|cFFFFD200Verkäufer: |rBob|n|cFFFFD200Zone: |rSturmschild|n|cFFFFD200Kosten: |r1|Hitem:119293|h|TINTERFACE\ICONS\INV_MISC_BOOK_08.BLP:0|t|h,9539,0,1,2,158889
