Name_lang,InitialRotation[0],InitialRotation[1],InitialRotation[2],ID,Field_12_0_0_63534_003,GameObjectID,Flags,Type,ModelType,ModelFileDataID,ThumbnailFileDataID,WeightCost,ItemID,InitialScale,Field_12_0_0_63534_013,OrderIndex,Field_12_0_0_63534_015,Field_12_0_0_63534_016,UiModelSceneID
Langer alter Zaun der Gründerspitze,0,0,0,9057,0,0,131,1,1,6794428,7424943,1,252408,1,0,1344,0,0,0
Alter Zaun der Gründerspitze,0,0,0,9058,0,0,131,1,1,6794429,7424947,1,252409,1,0,1345,0,0,0
Zaunpfahl der Gründerspitze,0,0,0,9059,0,0,131,1,1,6794430,7424951,1,252410,1,0,1346,0,0,0
Alter Zaunpfahl der Gründerspitze,0,0,0,9060,0,0,131,1,1,6794431,7424955,1,252412,1,0,1347,0,0,0
Wasserrad der Gründerspitze,0,0,0,9061,0,0,192,1,1,6794469,7424961,5,252413,0.3,0,1348,0,0,0
Kaputter Zaun der Gründerspitze,0,0,0,9062,0,0,131,1,1,6933770,7424965,1,252414,1,0,1349,0,0,0
Alter kaputter Zaun der Gründerspitze,0,0,0,9063,0,0,131,1,1,6933771,7424967,1,252416,1,0,1350,0,0,0
Gepolsterter Stuhl,0,0,0,9064,0,574894,3,1,1,7291553,7424971,1,252417,1,0,1351,1,0,0
Pilzbecken des üppigen Gartens,0,0,0,9065,0,0,131,1,1,7096209,7307170,3,252419,1,0,1352,2,0,0
Sturmsangkupferbrunnen,0,0,0,9139,0,0,3,1,1,1801975,7424979,5,252652,1,10,1353,2,0,0
Tiragardeschatztruhe,0,0,0,9140,0,0,3,1,1,7301003,7424983,3,252653,1,10,1354,2,0,0
Grüner Vorhang der Prachtmeers,0,0,0,9141,0,0,3,1,1,7301012,7424987,5,252654,1,10,1355,2,0,0
Kupferne Wandleuchte des Gezeitenweisen,0,0,0,9142,0,0,2,2,1,7301013,7424991,1,252655,1,10,1356,2,0,0
Nach rechts gebundene Ledervorhänge,0,0,0,9143,0,0,3,2,1,7312624,7424995,3,252657,1,0,1357,1,0,0
Vordertür der Gründerspitze,0,0,0,9144,0,575017,34,1,1,7302333,7424999,3,252659,1,0,1358,1,1,0
"Gemälde ""Der Hochexarch""",0,0,0,9149,0,0,258,1,1,7301966,7425003,1,252666,1,0,1359,3,0,0
"Gemälde ""Die Waldläuferin der Leere""",0,0,0,9150,0,0,258,1,1,7301967,7425007,1,252667,1,0,1360,3,0,0
"Gemälde ""Die Vorbotin""",0,0,0,9151,0,0,258,1,1,7301968,7425011,1,252668,1,0,1361,3,0,0
"Gemälde ""Der Erlöser""",0,0,0,9152,0,0,258,1,1,7301965,7425015,1,252669,1,0,1362,3,0,0
Dämonische Aufbewahrungstruhe,0,0,0,9165,0,0,3,1,1,1349995,7425019,1,252753,1,10,1363,2,0,0
Seetaugliche Glocke aus Boralus,0,0,0,9166,0,0,3,1,1,1887706,7425023,1,252754,1,10,1542,2,0,0
Gerahmter Teppich aus Dornogal,0,0,0,9167,0,0,3,4,1,4902728,7425027,5,252755,1,10,1364,2,0,0
Theke der Steinlichtrast,0,0,0,9168,0,0,3,1,1,5335168,7425031,5,252756,1,10,1365,2,0,0
Liege der Felsquellen,0,0,0,9169,0,0,3,1,1,5389584,7425035,3,252757,1,10,1366,2,0,0
Badewanne der Felsquellen,0,0,0,9170,0,0,3,1,1,5389585,7425039,5,252758,1,10,1367,2,0,0
Standfackel der Gründerspitze,0,0,0,9176,0,0,130,1,1,6794421,7425043,5,253018,1,0,1368,0,0,0
Bebänderter Topf der Klingenschlucht,0,0,0,9177,0,0,131,1,1,6794472,7425047,3,253019,1,0,1369,0,0,0
Gravierter Thron der Irdenen,0,0,0,9178,0,576308,3,1,1,4860701,7425051,1,253020,1,10,1370,2,0,0
Bank aus Freyholtz,0,0,0,9179,0,576309,3,1,1,4896177,7425055,1,253021,1,10,1371,2,0,0
Bücherregal aus Dornogal,0,0,0,9180,0,0,3,1,1,4902723,7425059,5,253022,1,10,1372,2,0,0
Ruheplattform aus Bummelgau,0,0,0,9181,0,0,3,1,1,4904552,7425063,3,253023,1,10,1373,2,0,0
Laterne aus Fallsprung,0,0,0,9182,0,0,2,1,1,4860713,7425067,1,253034,1,10,1374,2,0,0
Sitz aus Freyholtz,0,0,0,9183,0,576378,3,1,1,4896174,7425071,1,253035,1,10,1375,2,0,0
Tisch aus Freyholtz,0,0,0,9184,0,0,3,1,1,4896176,7425075,5,253036,1,10,1543,2,5,0
Kohlenpfanne aus Dornogal,0,0,0,9185,0,0,2,1,1,4906427,7425079,5,253037,1,10,1376,2,0,0
Hängelaterne aus Dornogal,0,0,0,9186,0,0,2,3,1,5140152,7425083,3,253038,1,10,1377,2,0,0
Hängende Wandleuchte aus Dornogal,0,0,0,9187,0,0,2,2,1,5149702,7425087,3,253039,1,10,1378,2,0,0
Laternenmast der Kernwegwache,0,0,0,9188,0,0,2,1,1,5248936,7425091,3,253040,1,10,1379,2,0,0
Kettenwandregal der Irdenen,0,0,0,9236,0,0,3,2,1,4860710,7425095,3,253162,1,10,1380,2,0,0
Lagerzelt des Fallsprungaußenpostens,0,0,0,9237,0,0,3,1,1,4896167,7425099,5,253163,1,10,1381,2,0,0
Zaun der Algari,0,0,0,9238,0,0,3,1,1,4896178,7425103,1,253164,1,10,1382,2,0,0
Zaunpfahl der Algari,0,0,0,9239,0,0,3,1,1,4896180,7425107,1,253165,1,10,1383,2,0,0
Brunnen aus Freyholtz,0,0,0,9240,0,0,3,1,1,4906199,7425111,5,253166,1,10,1384,2,0,0
Markteimer der Schmiedegründe,0,0,0,9241,0,0,3,1,1,4906204,7425115,3,253167,1,10,1540,2,0,0
Vorratstruhe der Irdenen,0,0,0,9242,0,0,3,1,1,5015161,7425119,1,253168,1,10,1385,2,0,0
Aufbewahrungstruhe der Metbrauerei,0,0,0,9243,0,0,3,1,1,5128194,7425123,3,253169,1,10,1386,2,0,0
Ziel des Streiters der Irdenen,0,0,0,9244,0,0,3,1,1,5278833,7425127,5,253170,0.6,10,1387,2,0,0
Nachbildung: Stasiskapsel der Erweckungsmaschine,0,0,0,9245,0,0,3,1,1,7262810,7425131,5,253171,1,10,1388,2,0,0
Großes Fass aus Gundargaz,0,0,0,9246,0,0,3,1,1,7262833,7425135,5,253172,1,10,1389,2,0,0
Vorratsfass der Metbrauerei,0,0,0,9247,0,0,3,1,1,7262874,7425139,5,253173,1,10,1390,2,0,0
Getrocknete gilnearische Rosen,0,0,0,9248,0,0,2,2,1,305201,7313003,1,253174,1,0,1391,2,0,0
Kletterranke vom Hyjal,0,0,0,9249,0,0,2,2,1,651497,7425147,1,253175,0.5,0,1392,2,0,0
Uralte Zandalariritualschriftrolle,0,0,0,9250,0,0,2,1,1,774267,7312679,1,253176,1,0,1393,2,0,0
Pylonfragment,0,0,0,9251,0,0,2,1,1,1327768,7312915,1,253177,1,0,1394,2,0,0
Inaktive filigrane Mondlampe,0,0,0,9252,0,0,2,1,1,1383910,7312859,1,253178,1,0,1395,2,0,0
Verzierter Prachtmeeranker,0,0,0,9253,0,0,2,1,1,1611709,7312964,1,253179,1,0,1396,2,0,0
Elegantes elfisches Himmelbett,0,0,0,9254,0,0,3,1,1,6435015,7425167,5,253180,1,0,1397,1,1,0
Juwelenbesetzte Elfentruhe,0,0,0,9255,0,0,3,1,1,6435027,7425171,3,253181,1,0,1398,1,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Lighting_HangingLight01_Unlit.m2,0,0,0,9256,0,0,129,1,1,7303862,7323135,1,253182,1,0,1399,0,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Lighting_HangingLight02_Unlit.m2,0,0,0,9257,0,0,129,1,1,7303863,7323141,1,253183,1,0,1400,0,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Special_TargetDummy01.m2,0,0,0,9258,0,576591,131,1,1,7318985,7323284,1,253184,1,0,1401,0,0,0
Zelt der Archäologischen Akademie,0,0,0,9261,0,0,131,1,1,4239008,7425187,3,253240,1,10,1402,0,0,0
[DNT] Horde Warlord's Throne - DO NOT USE - new asset here,0,0,0,9262,0,576761,192,1,1,4505550,7425191,1,253241,1,0,1403,0,0,0
Thron des Kriegsherrn der Horde,0,0,0,9263,0,576762,3,1,1,6905426,7425195,5,253242,1,10,1404,2,0,0
Vordertür aus Bel'ameth,0,0,0,9264,0,576763,162,1,1,7302331,7425199,5,253243,1,0,1405,0,1,0
Lagerfeuer aus Tirisfal,0,0,0,9266,0,0,2,1,1,195048,7425207,1,253250,1,10,1407,2,0,0
Seuchenfeuerkerze,0,0,0,9267,0,0,2,1,1,1598111,7425211,1,253251,1,10,1408,2,0,0
Nachbildung: Bohrvorrichtung der Grollenden Einöde,0,0,0,9268,0,0,3,1,1,5464693,7425215,5,253252,1,10,1409,2,0,0
Kronleuchter aus Gundargaz,0,0,0,9269,0,0,2,1,1,5636650,7425219,5,253253,0.7,10,1410,2,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_RopeHanging03_NonAnimated.m2,0,0,0,9285,0,0,131,2,1,5163328,7337965,1,253392,1,0,1422,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_RopeHanging06_NonAnimated.m2,0,0,0,9286,0,0,131,2,1,5163334,7337966,1,253393,1,0,1423,0,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_StringlightsHanging03_NonAnimated.m2,0,0,0,9287,0,0,130,2,1,5163341,7337967,1,253394,1,0,1424,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Defense_Spear01.m2,0,0,0,9288,0,0,131,1,1,6654737,7337971,1,253395,1,0,1425,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Defense_Axe01.m2,0,0,0,9289,0,0,131,1,1,6654738,7337973,1,253396,1,0,1426,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Furniture_SmallTable01.m2,0,0,0,9290,0,0,131,1,1,6654743,7337975,1,253397,1,0,1427,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Furniture_Bed01.m2,0,0,0,9291,0,0,131,1,1,6654745,7337976,1,253398,1,0,1428,0,0,0
Thalassiche Truhe,0,0,0,9419,0,0,3,1,1,6017293,7425295,1,253522,1,10,1429,2,0,0
Astalors Wasserpfeife,0,0,0,9420,0,0,3,1,1,6024530,7425299,1,253523,1,10,1430,2,0,0
Dekorflasche mit 590er Quel'Lithien-Rotwein,0,0,0,9421,0,0,3,1,1,6025946,7425303,1,253524,1,10,1431,2,0,0
Diktiergerät der thalassischen Akademie,0,0,0,9422,0,0,3,1,1,6935638,7425307,1,253525,1,10,1432,2,0,0
Weinregal der Sin'dorei,0,0,0,9423,0,0,3,1,1,6998416,7425311,1,253526,1,10,1433,2,0,0
Garderobe aus Goldhain,0,0,0,9424,0,0,3,1,1,936454,7425315,5,253527,1,10,1434,2,0,0
Offenes Zelt aus Iskaara,0,0,0,9425,0,0,195,1,1,3857121,7425319,5,253528,1,10,1435,0,0,0
Schmiedeamboss aus Iskaara,0,0,0,9426,0,0,195,1,1,3857130,7425323,1,253529,1,10,1436,0,0,0
Kochtopf aus Iskaara,0,0,0,9427,0,0,194,1,1,3857131,7425327,3,253530,1,10,1437,0,0,0
Hängelampenfisch aus Iskaara,0,0,0,9428,0,0,194,1,1,3857139,7425331,5,253531,1,10,1438,0,0,0
Hängelaterne aus Iskaara,0,0,0,9429,0,0,194,1,1,3857142,7425335,5,253532,1,10,1439,0,0,0
Stehlaterne aus Iskaara,0,0,0,9430,0,0,194,1,1,3857143,7425339,5,253533,1,10,1440,0,0,0
Meditatives Räuchergefäß der Tuskarr,0,0,0,9431,0,0,195,1,1,3857148,7425343,5,253534,0.4,10,1441,0,0,0
Krabbenfischerkorb der Tuskarr,0,0,0,9432,0,0,195,1,1,3857152,7425347,1,253535,1,10,1442,0,0,0
Pelzbesetzter Arbeitstisch aus Iskaara,0,0,0,9433,0,0,195,1,1,3857163,7425351,5,253536,1,10,1443,0,0,0
Postsack der Tuskarr,0,0,0,9434,0,629248,192,1,1,3857168,7425355,5,253537,1,10,1444,0,0,0
Flossenteekanne aus Iskaara,0,0,0,9435,0,0,195,1,1,4248051,7425359,1,253538,1,10,1445,0,0,0
Aufschnittplatte aus Iskaara,0,0,0,9436,0,0,195,1,1,4248055,7425363,1,253539,1,10,1446,0,0,0
Legendärer Suppentopf des großen Kinook,0,0,0,9437,0,0,195,1,1,4616653,7425367,5,253540,0.6,10,1447,0,0,0
Bogen von Iskaara,0,0,0,9438,0,0,195,1,1,7277022,7425371,5,253541,1,10,1448,0,0,0
Verschrammter orcischer Speer,0,0,0,9439,0,0,2,1,1,874421,7425375,1,253542,0.5,0,1449,2,0,0
Grollhufbalgteppich,0,0,0,9440,0,0,2,1,1,902697,7313004,1,253543,1,0,1450,2,0,0
Zerlesene Geschichte der Kriegshäuptlinge,0,0,0,9441,0,0,2,1,1,985164,7312947,1,253544,1,0,1451,2,0,0
Sandiger Vulperawandteppich,0,0,0,9442,0,0,192,2,1,1674722,7312965,1,253545,1,0,1452,2,0,0
Schmetterlingslicht des üppigen Gartens,0,0,0,9443,0,578092,130,2,1,7096210,7338763,1,253546,1,0,1453,2,0,0
Frühlingsblütenkranz,0,0,0,9444,0,0,131,1,1,7096227,7338770,1,253547,1,0,1454,2,0,0
Kleiner Holzschrank,0,0,0,9471,0,0,3,1,1,7151263,7425399,1,253589,1,0,1457,1,0,0
Kohleofen,0,0,0,9472,0,612068,3,1,1,7151264,7425403,3,253590,1,0,1458,1,0,0
Stabiles Holzwaschbecken,0,0,0,9473,0,0,3,1,1,7151265,7425407,1,253592,1,0,1459,1,0,0
Stabile Holzbadewanne,0,0,0,9474,0,0,3,1,1,7151266,7443287,3,253593,1,0,1460,1,0,0
Banner der Schwarzen Klinge,0,0,0,9475,0,0,2,1,1,194802,7425411,1,253598,1,0,1461,2,0,0
Kunstpavillon,0,0,0,9476,0,0,3,1,1,6017291,7425415,1,253599,1,10,1462,2,0,0
Immersangkristallglas,0,0,0,9477,0,0,3,1,1,6025942,7425419,1,253600,1,10,1463,2,0,0
590er Quel'Lithien-Rotwein,0,0,0,9478,0,0,3,1,1,6025944,7425423,1,253601,1,10,1464,2,0,0
"Gemälde ""Silbermond im Sommer""",0,0,0,9479,0,0,2,2,1,6033625,7340537,1,253602,1,0,1465,3,0,0
"Gemälde ""Die letzten Tage des Semesters""",0,0,0,9480,0,0,2,2,1,6033626,7340538,1,253603,1,0,1466,3,0,0
"Gemälde ""Eine Brücke über ruhigem Wasser""",0,0,0,9481,0,0,2,2,1,6033627,7340827,1,253604,1,0,1467,3,0,0
"Gemälde ""Familienporträt""",0,0,0,9482,0,0,2,2,1,6880011,7340828,1,253605,1,0,1468,3,0,0
"Ungerahmtes Gemälde ""Brunch und ein Buch""",0,0,0,9483,0,0,2,2,1,6929057,7340454,1,253606,1,0,1469,3,0,0
"Gemälde ""Immersang zur Blüte""",0,0,0,9484,0,0,2,2,1,6929059,7340840,1,253607,1,0,1470,3,0,0
"Gemälde ""Die Kraft der Natur""",0,0,0,9485,0,0,2,2,1,6929060,7341098,1,253608,1,0,1471,3,0,0
"Ungerahmtes Gemälde ""Beschützer des Flusses""",0,0,0,9486,0,0,2,2,1,7241244,7340458,1,253609,1,0,1472,3,0,0
"Ungerahmtes Gemälde ""Isolation""",0,0,0,9487,0,0,2,2,1,7241245,7340488,1,253610,1,0,1473,3,0,0
"Ungerahmtes Gemälde ""Die gefallenen Beschützer""",0,0,0,9488,0,0,2,2,1,7241247,7340490,1,253611,1,0,1474,3,0,0
"Ungerahmtes Gemälde ""Immersang im Herbst""",0,0,0,9489,0,0,2,2,1,7241248,7340491,1,253612,1,0,1475,3,0,0
"Ungerahmtes Gemälde ""Rückgewinnung""",0,0,0,9490,0,0,2,2,1,7241249,7340507,1,253613,1,0,1476,3,0,0
"Gemälde ""Brunch und ein Buch""",0,0,0,9491,0,0,2,2,1,7241253,7341270,1,253614,1,0,1477,3,0,0
"Gemälde ""Immersang im Herbst""",0,0,0,9492,0,0,2,2,1,7241254,7341279,1,253615,1,0,1478,3,0,0
"Gemälde ""Isolation""",0,0,0,9493,0,0,2,2,1,7241255,7341321,1,253616,1,0,1479,3,0,0
"Gemälde ""Rückgewinnung""",0,0,0,9494,0,0,2,2,1,7241256,7341492,1,253617,1,0,1480,3,0,0
"Gemälde ""Das Licht blüht""",0,0,0,9495,0,0,2,2,1,7241257,7341495,1,253618,1,0,1481,3,0,0
"Gemälde ""Die gefallenen Beschützer""",0,0,0,9496,0,0,2,2,1,7241258,7341496,1,253619,1,0,1482,3,0,0
"Gemälde ""Beschützer des Flusses""",0,0,0,9497,0,0,2,2,1,7241259,7341497,1,253620,1,0,1483,3,0,0
Sandiges Vulperabanner,0,0,0,9624,0,0,2,1,1,1674723,7425503,1,253700,1,0,1484,2,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Crafting_WeaponRack01.m2,0,0,0,9625,0,0,131,1,1,6225687,7345254,1,253701,1,0,1485,0,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Crafting_WeaponRack01_Empty.m2,0,0,0,9626,0,0,131,1,1,6225688,7345173,1,253702,1,0,1486,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Defense_Hammer01.m2,0,0,0,9627,0,0,131,1,1,6654736,7345550,1,253703,1,0,1487,0,0,0
Leere Leinwand,0,0,0,9628,0,0,2,1,1,6929058,7425519,1,253704,1,0,1488,3,0,0
"Ungerahmtes Gemälde ""Das Licht blüht""",0,0,0,9629,0,0,2,2,1,7241246,7340489,1,253705,1,0,1489,3,0,0
[DNT] [AUTOGEN] 12PH_Folk_Crate02_OPEN.m2,0,0,0,9630,0,0,131,1,1,7338178,7345587,1,253707,1,0,1490,0,0,0
Staffelei des Sin'dorei-Künstlers,0,0,0,10273,0,0,3,1,1,7338840,7345863,1,254235,1,10,1492,2,0,0
Kleines hauerbewehrtes Bett aus Orgrimmar,0,0,0,10324,0,0,2,1,1,7080287,7425531,5,254316,1,0,1493,1,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Furniture_Table02.m2,0,0,0,10325,0,0,131,1,1,6225705,7351264,1,254317,1,0,1494,0,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Structure_Cage01.m2,0,0,0,10326,0,579272,129,1,1,6225719,7349786,1,254318,1,0,1495,0,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Structure_Door01.m2,0,0,0,10327,0,579273,131,1,1,6225721,7349753,1,254319,1,0,1496,0,0,0
Schmiedehammer der Klingenschlucht,0,0,0,10334,0,0,131,1,1,6938191,7425543,1,254395,1,0,1455,0,0,0
Bergarbeiterspitzhacke der Klingenschlucht,0,0,0,10335,0,0,131,1,1,6938192,7425547,1,254396,1,0,1545,0,0,0
Holzarbeiterhandsäge der Klingenschlucht,0,0,0,10336,0,0,131,1,1,6938193,7425551,1,254397,1,0,1491,0,0,0
Handwerkermeißel der Klingenschlucht,0,0,0,10337,0,0,131,1,1,6938194,7425555,1,254398,1,0,1497,0,0,0
Peonschaufel der Klingenschlucht,0,0,0,10338,0,0,131,1,1,6938195,7425559,1,254399,1,0,1498,0,0,0
Dreifach getestetes Dampfventil,0,0,0,10339,0,0,3,2,1,2261833,7425563,1,254400,1,10,1499,2,0,0
Verrückte wissenschaftliche Entwürfe,0,0,0,10340,0,0,3,1,1,2439478,7425567,1,254401,1,10,1500,2,0,0
Elektrische Sicherheitsverkabelung,0,0,0,10341,0,0,3,1,1,2439523,7425571,1,254402,1,10,1501,2,0,0
Steuerkonsole aus Mechagon,0,0,0,10342,0,580018,3,1,1,2628252,7425575,1,254403,1,10,1502,2,0,0
Klemmender Hebel,0,0,0,10343,0,580019,3,2,1,2745101,7425579,1,254404,1,10,1503,2,0,0
Turboprofi-Doppelhebel,0,0,0,10344,0,580020,3,2,1,2745103,7425583,1,254405,1,10,1504,2,0,0
Mechanische Anzeige,0,0,0,10345,0,580021,3,2,1,2745104,7425587,1,254406,1,10,1505,2,0,0
Duale mechanische Anzeige,0,0,0,10346,0,580022,3,2,1,2745105,7425591,1,254407,1,10,1506,2,0,0
Lebhafte Kolben,0,0,0,10347,0,580023,3,1,1,2745106,7425595,1,254408,1,10,1507,2,0,0
Stabiler Treibriemen,0,0,0,10348,0,0,3,2,1,2764153,7425599,1,254409,1,10,1508,2,0,0
Blau-Glühlaterne,0,0,0,10349,0,0,2,1,1,2765485,7425603,1,254410,1,10,1509,2,0,0
Mechanisches Z-205-Gerät,0,0,0,10350,0,0,3,1,1,2766212,7425607,1,254411,1,10,1510,2,0,0
Gut geöltes Maschinenzahnrad,0,0,0,10351,0,0,3,2,1,2816646,7425611,1,254412,1,10,1511,2,0,0
Improvisierter elektrischer Verbinder,0,0,0,10352,0,0,3,2,1,2903633,7425615,1,254413,1,10,1512,2,0,0
[DNT] Gnomeregan Recyli-Kiln - DO NOT USE - duplicate,0,0,0,10353,0,0,131,1,1,2929684,7352118,100,254414,1,0,1513,0,0,0
Miniaturaufladestation,0,0,0,10354,0,580024,3,1,1,2932044,7425623,1,254415,1,10,1514,3,0,0
Galvanisches Lagerungs- und Wartungsgerät,0,0,0,10355,0,0,3,1,1,3279745,7425627,1,254416,1,10,1515,3,0,0
Frühlingsblütenhängestuhl,0,0,0,10356,0,580026,131,1,1,7096218,7354598,3,254417,1,0,1516,2,0,0
[DNT] Sandy Vulpera Banner - do not use - duplicate,0,0,0,10366,0,0,192,1,1,1674723,7425503,3,254556,1,0,1517,0,0,0
Kleiner quadratischer Tisch der Klingenschlucht,0,0,0,10367,0,0,3,1,1,7135879,7425641,1,254560,1,0,1518,1,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_KnickKnack06.m2,0,0,0,10368,0,0,131,1,1,6654718,7357519,1,254561,1,0,1519,0,0,0
Holzfälleraxt der Klingenschlucht,0,0,0,10381,0,0,131,1,1,6938190,7425639,1,254678,1,0,1520,0,0,0
Nutzlose mechanische Sichtblende,0,0,0,10537,0,0,3,1,1,2958572,7425649,1,254766,1,10,1521,2,0,0
[DNT] [AUTOGEN] 11WE_WildElves_Decor_RopeHanging02_NonAnimated.m2,0,0,0,10538,0,0,131,2,1,5163326,7368502,1,254767,1,0,1522,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Cooking_BBQRoaster01.m2,0,0,0,10539,0,0,129,1,1,6654707,7349489,1,254769,1,0,1523,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Cooking_Plate01.m2,0,0,0,10540,0,0,131,1,1,6654712,7349731,1,254770,1,0,1562,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Crafting_Canvas09.m2,0,0,0,10541,0,0,131,1,1,7241250,7368521,1,254772,1,0,1524,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Decor_WallArt14.m2,0,0,0,10542,0,0,131,1,1,7241260,7368525,1,254773,1,0,1525,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_Chandelier01_Void.m2,0,0,0,10543,0,0,131,3,1,7361279,7368564,1,254776,1,0,1526,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Lighting_LanternHanging04_Void.m2,0,0,0,10544,0,0,131,1,1,7361281,7368571,1,254777,1,0,1527,0,0,0
[DNT] [AUTOGEN] 12FN_Fungarian_Structure_Window01.m2,0,0,0,10778,0,584163,131,1,1,6225720,7362753,1,254878,1,0,1564,0,0,0
[DNT] [AUTOGEN] 12XP_Generic_Furniture_Canvas01.m2,0,0,0,10784,0,0,131,1,1,7356056,7370385,1,254884,1,0,1565,0,0,0
[DNT] [AUTOGEN] 12XP_Generic_Furniture_Canvas04.m2,0,0,0,10788,0,0,131,1,1,7356059,7370425,1,254889,1,0,1566,0,0,0
[DNT] [AUTOGEN] 12BE_BloodElf_Special_EnergyFocus01.m2,0,0,0,10790,0,0,131,1,1,7241271,7370492,1,254892,1,0,1567,0,0,0
Großer Klingenschluchtpavillon,0,0,0,10791,0,0,3,1,1,7080298,7425695,5,254893,1,0,1568,1,0,0
Hängelampe des Mechanikers aus Lorenhall,0,0,0,10852,0,584571,2,3,1,5657266,7425699,1,255641,1,10,1569,2,0,0
Flurwandleuchte aus Lorenhall,-90,0,0,10853,0,0,2,2,1,6008895,7472218,3,255642,0.7,10,1570,2,0,0
Fass aus Silbermond,0,0,0,10854,0,0,131,1,1,6005276,7416779,1,255643,1,10,1571,2,0,0
Apfelbaum aus Elwynn,0,0,0,10855,0,0,3,1,1,6656155,7425707,5,255644,1,0,1572,1,0,0
Apfelbaum der Gründerspitze,0,0,0,10856,0,0,3,1,1,6656156,7425711,5,255646,1,0,1573,1,0,0
Federgetriebener Pfeil,0,0,0,10857,0,0,3,1,1,6892785,7425715,1,255647,1,10,1574,2,0,0
Ahnenbrunnen aus Zul'Aman,0,0,0,10858,0,0,3,1,1,6195754,7425719,5,255648,1,10,1575,2,0,0
[DNT] [AUTOGEN] 12TR_Amani_Structure_Fountain02.m2,0,0,0,10859,0,0,131,1,1,6195755,7373477,1,255649,1,0,1576,0,0,0
Elegante Tischlampe,0,0,0,10860,0,0,2,1,1,6435838,7425727,1,255650,1,0,1577,1,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Cooking_Bowl01.m2,0,0,0,10861,0,0,131,1,1,6654708,7373398,1,255651,1,0,1578,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_KnickKnack04.m2,0,0,0,10862,0,0,131,1,1,6654716,7349666,1,255652,1,0,1579,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Decor_KnickKnack05.m2,0,0,0,10863,0,0,131,1,1,6654717,7373397,1,255653,1,0,1580,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Lighting_Candle02.m2,0,0,0,10864,0,0,131,1,1,6654750,7373405,1,255654,1,0,1581,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Lighting_Candle03.m2,0,0,0,10865,0,0,131,1,1,6654751,7373411,1,255655,1,0,1582,0,0,0
Gnomischer Teslaturm,0,0,0,10887,0,0,3,1,1,2745099,7425751,5,255672,1,10,1583,2,0,0
Mondklammersäckchen,0,0,0,10888,0,0,3,1,1,4756268,7425761,1,255673,1,10,1584,2,0,0
Tischlampe des Inkontinental,0,0,0,10889,0,0,2,1,1,5929384,7425763,1,255674,1,10,1585,2,0,0
Eisenkronleuchter der Klingenschlucht,0,0,0,10890,0,0,130,3,1,6938171,7425753,5,255706,1,0,1586,0,0,0
Tiefhängender Eisenkronleuchter der Klingenschlucht,0,0,0,10891,0,0,130,3,1,7375399,7425765,5,255707,1,0,1587,0,0,0
Kleines zackiges Rankgerüst aus Orgrimmar,0,0,0,10892,0,0,3,1,1,7080310,7425771,5,255708,1,0,1588,1,0,0
Kanu der Klingenschluchtküste,0,0,0,10893,0,0,131,1,1,6938172,7425775,5,255709,1,0,1589,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Defense_Banner01.m2,0,0,0,10894,0,0,131,1,1,6654739,7375470,1,255710,1,0,1590,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Storage_Urn01.m2,0,0,0,10895,0,0,131,1,1,6654759,7375473,1,255711,1,0,1591,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Storage_Urn02.m2,0,0,0,10896,0,0,131,1,1,6654760,7375474,1,255712,1,0,1592,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Defense_Banner02.m2,0,0,0,10897,0,0,131,1,1,6697865,7375475,1,255713,1,0,1593,0,0,0
[DNT] [AUTOGEN] 12PM_Primitive_Furniture_Table02.m2,0,0,0,10898,0,0,131,1,1,6699335,7375477,1,255714,1,0,1594,0,0,0
