ID,EffectDescription_lang,AuraDescription_lang,SpellEffectType,AuraEffectType,PointsSign,TargetType,SchoolMask,EffectOrderIndex,AuraOrderIndex
509,Erhöht das Zaubertempo aller Verbündeten innerhalb von $A@effectindex Metern um den Einschlagsort $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% erhöht.,6,65,1,4,0,0,0
510,Erhöht das Zaubertempo des Ziels $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% erhöht.,6,65,1,2,0,0,0
511,Erhöht das Zaubertempo des Zaubernden $d lang um $s@effectindex%.,Zaubertempo um $s@effectindex% erhöht.,6,65,1,1,0,10,0
512,Erhöht den erlittenen Arkanschaden $d lang um $s@effectindex%.,Erlittener Arkanschaden um $s@effectindex% erhöht.,6,101,2,3,64,1,1
513,Lässt $d lang $s@effectindex% der Angriffe aller Gegner innerhalb von $A@effectindex Metern verfehlen.,Trefferchance um $s@effectindex% verringert.,6,54,2,7,0,0,0
514,Lässt $d lang $s@effectindex% der Zauber aller Gegner innerhalb von $A@effectindex Metern verfehlen.,Trefferchance mit Zaubern um $s@effectindex% verringert.,6,55,2,7,0,0,0
515,Heilt einen Verbündeten $D lang alle $T@effectindex Sek. um $s@effectindex% seiner maximalen Gesundheit.,Heilt alle $T@effectindex Sek. $s@effectindex% der maximalen Gesundheit.,6,20,1,2,0,0,0
516,Lässt den Zaubernden $d lang $s@effectindex% weniger körperlichen Schaden erleiden.,Erlittener körperlicher Schaden um $s@effectindex% verringert.,6,87,2,1,1,0,0
517,"Betäubt alle Gegner vor dem Zaubernden, sodass sie sich $d lang weder bewegen noch angreifen können.",Betäubt.,6,298,0,9,0,0,0
518,"Betäubt einen Gegner, sodass er sich $d lang weder bewegen noch angreifen kann.",Betäubt.,6,298,0,3,0,0,0
519,"Betäubt den Zaubernden, wodurch er $d lang bewegungs- und angriffsunfähig wird.",Betäubt.,6,298,0,1,0,0,0
520,"Betäubt alle Gegner innerhalb von $A@effectindex Metern, sodass sie sich $d lang weder bewegen noch angreifen können.",Betäubt.,6,298,0,7,0,0,0
521,"Betäubt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort, sodass sie sich $d lang weder bewegen noch angreifen können.",Betäubt.,6,298,0,5,0,0,0
522,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden.,6,3,1,9,5,50,50
523,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden.,6,3,1,7,5,50,50
524,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden.,6,3,1,5,5,50,50
525,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden.,6,3,1,3,5,50,50
526,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Flammenschlagschaden.,6,3,1,1,5,50,50
527,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden.,6,3,1,9,33,50,50
528,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden.,6,3,1,7,33,50,50
529,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden.,6,3,1,5,33,50,50
530,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden.,6,3,1,3,33,50,50
531,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex Schattenschlagschaden.,6,3,1,1,33,50,50
532,Macht einen Gegner bis zu $d lang bewegungsunfähig.,Bewegungsunfähig.,6,455,0,1,0,20,0
533,Macht alle Gegner innerhalb von $A@effectindex Metern um den Zaubernden $d lang bewegungsunfähig.,Bewegungsunfähig.,6,455,0,7,0,20,0
534,Macht alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang bewegungsunfähig.,Bewegungsunfähig.,6,455,0,5,0,20,0
535,Macht alle Gegner vor dem Zaubernden $d lang bewegungsunfähig.,Bewegungsunfähig.,6,455,0,9,0,20,0
536,Macht einen Gegner bis zu $d lang bewegungsunfähig.,Bewegungsunfähig.,6,455,0,3,0,20,0
537,Erhöht die Bewegungsgeschwindigkeit des Zaubernden $d lang um $s@effectindex%.,Bewegungsgeschwindigkeit um $s@effectindex% erhöht.,6,129,1,1,0,10,0
538,Lässt den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Gesundheit wiederherstellen.,Stellt alle $t@effectindex Sek. $s@effectindex Gesundheit wieder her.,6,8,0,1,1,0,0
539,Lässt den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Gesundheit wiederherstellen.,Stellt alle $t@effectindex Sek. $s@effectindex Gesundheit wieder her.,6,8,0,1,2,0,0
540,Lässt den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Gesundheit wiederherstellen.,Stellt alle $t@effectindex Sek. $s@effectindex Gesundheit wieder her.,6,8,0,1,4,0,0
541,Lässt den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Gesundheit wiederherstellen.,Stellt alle $t@effectindex Sek. $s@effectindex Gesundheit wieder her.,6,8,0,1,8,0,0
542,Lässt den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Gesundheit wiederherstellen.,Stellt alle $t@effectindex Sek. $s@effectindex Gesundheit wieder her.,6,8,0,1,16,0,0
543,Lässt den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Gesundheit wiederherstellen.,Stellt alle $t@effectindex Sek. $s@effectindex Gesundheit wieder her.,6,8,0,1,32,0,0
544,Lässt den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex Gesundheit wiederherstellen.,Stellt alle $t@effectindex Sek. $s@effectindex Gesundheit wieder her.,6,8,0,1,64,0,0
545,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex kosmischen Schaden.,6,3,1,7,106,50,50
546,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. $s@effectindex kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex kosmischen Schaden.,6,3,1,9,106,50,50
547,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. $s@effectindex kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex kosmischen Schaden.,6,3,1,5,106,50,50
548,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex kosmischen Schaden.,6,3,1,3,106,50,50
549,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. $s@effectindex kosmischen Schaden.,6,3,1,1,106,50,50
550,"Befriedet einen Gegner, sodass er $d lang nicht angreifen kann.",Kann nicht angreifen.,6,25,0,3,0,30,0
551,"Befriedet alle Gegner innerhalb von $A@effectindex Metern, sodass sie $d lang nicht angreifen können.",Kann nicht angreifen.,6,25,0,7,0,0,0
552,"Bringt einen Gegner zum Schweigen und befriedet ihn, sodass er $d lang keine Zauber wirken und nicht angreifen kann.",Kann nicht angreifen oder Zauber wirken.,6,60,0,3,0,30,0
553,"Bringt alle Gegner innerhalb von $A@effectindex Metern zum Schweigen und befriedet sie, sodass sie $d lang keine Zauber wirken und nicht angreifen können.",Kann nicht angreifen oder Zauber wirken.,6,60,0,7,0,0,0
554,"Bringt das Ziel $d lang zum Schweigen und hindert es daran, Zauber zu wirken.",Kann keine Zauber wirken.,6,27,0,1,0,30,0
555,"Befriedet einen Gegner, sodass er $d lang nicht angreifen kann.",Kann nicht angreifen.,6,25,0,1,0,30,0
556,"Bringt einen Gegner zum Schweigen und befriedet ihn, sodass er $d lang keine Zauber wirken und nicht angreifen kann.",Kann nicht angreifen oder Zauber wirken.,6,60,0,1,0,30,0
557,Fügt einem Gegner $s@effectindex Schattenflammenschaden zu.,,2,0,1,1,36,50,50
558,Fügt allen Gegnern in einem kegelförmigen Bereich vor dem Zaubernden Schattenflammenschaden zu.,,165,0,1,9,36,50,50
559,Fügt Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort Schattenflammenschaden zu.,,165,0,1,5,36,50,50
560,Fügt allen Gegnern vor dem Zaubernden Schattenflammenschaden zu.,,31,0,1,9,36,50,50
561,Fügt allen Gegnern innerhalb von $A@effectindex Metern Schattenflammenschaden zu.,,31,0,1,7,36,50,50
562,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort Schattenflammenschaden zu.,,31,0,1,5,36,50,50
563,Fügt einem Gegner Schattenflammenschaden zu.,,31,0,1,3,36,50,50
564,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex% der maximalen Gesundheit als Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. Schattenflammenschaden in Höhe von $s@effectindex% der maximalen Gesundheit.,6,89,1,1,36,20,20
565,Lässt alle Gegner innerhalb von $A@effectindex Metern $d lang $s@effectindex% mehr Schattenflammenschaden erleiden.,Erlittener Schattenflammenschaden um $s@effectindex% erhöht.,6,87,1,7,36,0,0
566,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang $s@effectindex% mehr Schattenflammenschaden erleiden.,Erlittener Schattenflammenschaden um $s@effectindex% erhöht.,6,87,1,5,36,10,10
567,Lässt einen Gegner $d lang $s@effectindex% mehr Schattenflammenschaden erleiden.,Erlittener Schattenflammenschaden um $s@effectindex% erhöht.,6,87,1,3,36,0,0
568,Lässt einen Gegner $d lang $s@effectindex% mehr Schattenflammenschaden erleiden.,Erlittener Schattenflammenschaden um $s@effectindex% erhöht.,6,87,1,1,36,0,0
569,Lässt einen Gegner $s@effectindex% weniger Schattenflammenschaden verursachen.,Verursachter Schattenflammenschaden um $s@effectindex% verringert.,6,79,2,3,36,20,20
570,Lässt den Zaubernden $s@effectindex% mehr Schattenflammenschaden verursachen.,Verursachter Schattenflammenschaden um $s@effectindex% erhöht.,6,79,1,1,36,30,30
571,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. Schattenflammenschaden.,6,70,1,9,36,50,50
572,Fügt allen Gegnern innerhalb von $A@effectindex Metern $d lang alle $t@effectindex Sek. Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. Schattenflammenschaden.,6,70,1,7,36,50,50
573,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. Schattenflammenschaden erleiden.,Verursacht alle $t@effectindex Sek. Schattenflammenschaden.,6,70,1,5,36,50,50
574,Fügt einem Gegner $d lang alle $t@effectindex Sek. Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. Schattenflammenschaden.,6,70,1,3,36,50,50
575,Fügt einem Gegner $d lang alle $t@effectindex Sek. Schattenflammenschaden zu.,Verursacht alle $t@effectindex Sek. Schattenflammenschaden.,6,70,1,1,36,50,50
576,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Schattenflammenschaden absorbieren kann.",Absorbiert $s@effectindex Schattenflammenschaden.,6,69,1,3,36,0,0
577,"Umgibt den Zaubernden mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex Schattenflammenschaden absorbieren kann.",Absorbiert $s@effectindex Schattenflammenschaden.,6,69,1,1,36,0,0
578,Fügt Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort Frostschaden zu.,,165,0,1,5,16,50,50
579,Fügt allen Gegnern vor dem Zaubernden $s@effectindex kosmischen Schaden zu.,,2,0,1,9,106,50,50
580,Fügt Gegnern innerhalb von $A@effectindex Metern $s@effectindex kosmischen Schaden zu.,,2,0,1,7,106,50,50
581,Fügt Gegnern innerhalb von $A@effectindex Metern um den Einschlag $s@effectindex kosmischen Schaden zu.,,2,0,1,5,106,50,50
582,Fügt einem Gegner $s@effectindex kosmischen Schaden zu.,,2,0,1,3,106,50,50
583,Fügt einem Gegner $s@effectindex kosmischen Schaden zu.,,2,0,1,1,106,50,50
584,Fügt allen Gegnern in einem kegelförmigen Bereich vor dem Zaubernden kosmischen Schaden zu.,,165,0,1,9,106,50,50
585,Fügt Gegnern innerhalb von $A@effectindex Metern um den Einschlag kosmischen Schaden zu.,,165,0,1,5,106,50,50
586,Fügt allen Gegnern vor dem Zaubernden kosmischen Schaden zu.,,31,0,1,9,106,50,50
587,Fügt allen Gegnern innerhalb von $A@effectindex Metern kosmischen Schaden zu.,,31,0,1,7,106,50,50
588,Fügt allen Gegnern innerhalb von $A@effectindex Metern um den Einschlag kosmischen Schaden zu.,,31,0,1,5,106,50,50
589,Fügt einem Gegner kosmischen Schaden zu.,,31,0,1,3,106,50,50
590,Fügt einem Gegner $d lang alle $t@effectindex Sek. $s@effectindex% der maximalen Gesundheit als kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. kosmischen Schaden in Höhe von $s@effectindex% der maximalen Gesundheit.,6,89,1,1,106,20,20
591,Lässt alle Gegner innerhalb von $A@effectindex Metern $d lang $s@effectindex% mehr kosmischen Schaden erleiden.,Erlittener kosmischer Schaden um $s@effectindex% erhöht.,6,87,1,7,106,0,0
592,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang $s@effectindex% mehr kosmischen Schaden erleiden.,Erlittener kosmischer Schaden um $s@effectindex% erhöht.,6,87,1,5,106,10,10
593,Lässt einen Gegner $d lang $s@effectindex% mehr kosmischen Schaden erleiden.,Erlittener kosmischer Schaden um $s@effectindex% erhöht.,6,87,1,3,106,0,0
594,Lässt einen Gegner $d lang $s@effectindex% mehr kosmischen Schaden erleiden.,Erlittener kosmischer Schaden um $s@effectindex% erhöht.,6,87,1,1,106,0,0
595,Lässt einen Gegner $s@effectindex% weniger kosmischen Schaden verursachen.,Verursachter kosmischer Schaden um $s@effectindex% verringert.,6,79,2,3,106,20,20
596,Lässt den Zaubernden $s@effectindex% mehr kosmischen Schaden verursachen.,Verursachter kosmischer Schaden um $s@effectindex% erhöht.,6,79,1,1,106,30,30
597,Fügt allen Gegnern vor dem Zaubernden $d lang alle $t@effectindex Sek. kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. kosmischen Schaden.,6,70,1,9,106,50,50
598,Fügt allen Gegnern innerhalb von $A@effectindex Metern $d lang alle $t@effectindex Sek. kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. kosmischen Schaden.,6,70,1,7,106,50,50
599,Lässt alle Gegner innerhalb von $A@effectindex Metern um den Einschlagsort $d lang alle $t@effectindex Sek. kosmischen Schaden erleiden.,Verursacht alle $t@effectindex Sek. kosmischen Schaden.,6,70,1,5,106,50,50
600,Fügt einem Gegner $d lang alle $t@effectindex Sek. kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. kosmischen Schaden.,6,70,1,3,106,50,50
601,Fügt einem Gegner $d lang alle $t@effectindex Sek. kosmischen Schaden zu.,Verursacht alle $t@effectindex Sek. kosmischen Schaden.,6,70,1,1,106,50,50
602,"Umgibt das Ziel mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex kosmischen Schaden absorbieren kann.",Absorbiert $s@effectindex kosmischen Schaden.,6,69,1,3,106,0,0
603,"Umgibt den Zaubernden mit einem Schild, der $d lang bestehen bleibt und bis zu $s@effectindex kosmischen Schaden absorbieren kann.",Absorbiert $s@effectindex kosmischen Schaden.,6,69,1,1,106,0,0
604,Fügt Gegnern innerhalb von $A@effectindex Metern um den Einschlagsort Schattenschaden zu.,,165,0,1,5,32,50,50
605,Fügt einem Gegner $d lang alle $t@effectindex Sek. Schattenschaden zu.,Verursacht alle $t@effectindex Sek. Schattenschaden.,6,70,1,1,32,50,50
609,Lässt alle Verbündeten innerhalb von $A@effectindex Metern $s@effectindex% mehr körperlichen Schaden verursachen.,Verursachter körperlicher Schaden um $s@effectindex% erhöht.,6,79,1,6,1,30,30
610,Lässt alle Verbündeten innerhalb von $A@effectindex Metern $s@effectindex% mehr Heiligschaden verursachen.,Verursachter Heiligschaden um $s@effectindex% erhöht.,6,79,1,6,2,30,30
611,Lässt alle Verbündeten innerhalb von $A@effectindex Metern $s@effectindex% mehr Feuerschaden verursachen.,Verursachter Feuerschaden um $s@effectindex% erhöht.,6,79,1,6,4,30,30
612,Lässt alle Verbündeten innerhalb von $A@effectindex Metern $s@effectindex% mehr Naturschaden verursachen.,Verursachter Naturschaden um $s@effectindex% erhöht.,6,79,1,6,8,30,30
613,Lässt alle Verbündeten innerhalb von $A@effectindex Metern $s@effectindex% mehr Frostschaden verursachen.,Verursachter Frostschaden um $s@effectindex% erhöht.,6,79,1,6,16,30,30
614,Lässt alle Verbündeten innerhalb von $A@effectindex Metern $s@effectindex% mehr Schattenschaden verursachen.,Verursachter Schattenschaden um $s@effectindex% erhöht.,6,79,1,6,32,30,30
615,Lässt alle Verbündeten innerhalb von $A@effectindex Metern $s@effectindex% mehr Arkanschaden verursachen.,Verursachter Arkanschaden um $s@effectindex% erhöht.,6,79,1,6,64,30,30
616,Unterbricht $d lang das Zauberwirken eines Gegners.,,68,0,1,3,8,30,0
618,Unterbricht $d lang das Zauberwirken eines Gegners.,,68,0,0,3,0,30,0
