ID,Name_lang,Description_lang,MapID,BackgroundFileDataID,ButtonFileDataID,ButtonSmallFileDataID,LoreFileDataID,Flags,AreaID,Field_11_1_0_58221_009
1182,Estela Necrótica,"En un acto de perfidia inconcebible, las tropas de Maldraxxus, el reino encargado de defender las Tierras Sombrías, han invadido el Templo del Coraje. Han saqueado ánima y masacrado a kyrianos para alimentar sus prácticas oscuras. Si nadie les pone freno, las fuerzas necróticas de la necrópolis de Zolramus saquearán Bastión y solo dejarán destrucción a su paso.",2286,3759900,3759910,3759930,3759920,0,0,0
1183,Bajapeste,Debajo de las ruinas de la Casa de las Plagas se halla una de las fuerzas más destructoras de la historia de Maldraxxus. Quienes ansían este poder registran los escombros infestados de peste en una carrera por hacerse con esta arma. Quien se lleve el premio tendrá el destino de las Tierras Sombrías en sus manos.,2289,3759901,3759911,3759931,3759921,0,0,0
1184,Nieblas de Tirna Scithe,"Las sílfides siempre han protegido con diligencia la frondosa arboleda de Tirna Scithe, un lugar sagrado que, según dicen, oculta secretos ancestrales. Cuenta la leyenda que los viajeros desprevenidos podrían perderse eternamente por sus innumerables caminos neblinosos. Pero, mientras la sequía va reduciendo los bosques de Ardenweald, sus enemigos buscan robar la potente magia de la arboleda. Hasta los nativos, impulsados por el hambre y la desesperación, consumen lo que más aprecia la Reina del Invierno.",2290,3759899,3759909,3759929,3759919,0,0,0
1185,Salas de la Expiación,"Bajo el mandato de la acusadora, las Salas de la Expiación honraban la misión de Revendreth. En ellas resonaban ecos de sufrimiento y pecado, pero siempre con el fin de redimir a las almas y evitar que cayeran en Las Fauces. Sin embargo, el lord chambelán, recién elevado a su cargo, ha pervertido la función de las salas para cosechar ánima de forma egoísta, hasta el punto de dejar a muchas almas sin posibilidad de redención. Alguien debe acabar con la depravación que se ha instalado entre estos muros.",2287,3759898,3759908,3759928,3759918,0,0,0
1186,Agujas de Ascensión,"Tendidas entre las nubes, culmen de los ideales kyrianos, las Agujas de Ascensión son el centro del poder de la Arconte. La soberana de Bastión, indiscutida durante eones, siempre ha encarnado las virtudes del deber y el servicio. Pero ahora que la sequía y la inestabilidad causan fracturas en el sistema de creencias de los Ascendidos, el reinado de la Arconte corre un peligro inimaginable, ya que uno de sus seguidores de mayor confianza ha caído bajo el influjo de la más oscura maldad.",2285,3759903,3759913,3759933,3759923,0,0,0
1187,Teatro del Dolor,"En Maldraxxus debes ponerte a prueba constantemente y demostrar que eres la persona más indicada para defender las Tierras Sombrías. El mejor lugar para demostrar tu valía es el Teatro del Dolor. Allí se enfrentan multitud de contendientes con la esperanza de plantarle cara a uno de los campeones. ¡Brutalidad! ¡Caos! ¡Violencia! Y, por supuesto, ¡dolor! Solo los más fuertes llegan a ser campeones de sus casas, y solo uno puede ser el más fuerte.",2293,3759904,3759914,3759934,3759924,0,0,0
1188,El Otro Lado,"Bwonsamdi mantiene en secreto un lugar en las Tierras Sombrías al que denomina El Otro Lado. Cuando los muertos empezaron a llegar a Las Fauces, Bwonsamdi escondió a varias almas en su pequeño dominio y mantuvo a salvo a sus seguidores trols. Pero al hacerlo, rompió un viejo trato con Mueh'zala, y el antiguo loa ha venido a cosechar esas almas y a liquidar a su protector. Bwonsamdi va a necesitar ayuda para cobrar sus otros tratos si quiere sobrevivir a este ataque y proteger a las almas de sus dominios.",2291,3759905,3759915,3759935,3759925,0,0,0
1189,Cavernas Sanguinas,"Bajo el Castillo de Nathria se encuentran las Cavernas Sanguinas, una prisión creada por el sire Denathrius para albergar a los disidentes más intrigantes. Aquí encierra a los reclusos durante eones, y les extrae el ánima para investigarla y estudiarla. La resistencia del Salto del Pecado sabe de un prisionero en concreto que podría ayudarles a inclinar la balanza a su favor en la lucha contra el sire Denathrius, y solicitan ayuda para sacarlo.",2284,3759902,3759912,3759932,3759922,0,0,0
1190,Castillo de Nathria,"El sire Denathrius lleva mucho tiempo gobernando a los habitantes de Revendreth y cosechando ánima de almas orgullosas. Pero cuando la sequía y el miedo azotaron las Tierras Sombrías, Denathrius mostró sus verdaderas lealtades. Desafiando a su anterior maestro, el noble príncipe Renathal reúne a los pocos aliados que aún le quedan para una misión desesperada: infiltrarse en el Castillo de Nathria y apartar al sire Denathrius del poder.",2296,3759896,3759906,3759926,3759916,0,0,0
1192,Tierras Sombrías,"Las Tierras Sombrías son la región allende el reino mortal de Azeroth a la que van las almas de los muertos. La Enjuiciadora, un ser de gran poder, antaño guiaba a estas almas hacia sus otras vidas. Ahora todas se dirigen a Las Fauces, un lugar de tormento eterno. Los moradores de las Tierras Sombrías, desde los pacíficos kyrianos de Bastión y las sílfides nocturnas de Ardenweald, hasta los astutos venthyr de Revendreth y los belicosos necroseñores de Maldraxxus, han de unirse para cortar el flujo de almas.",2559,3850568,3850569,3850571,3850570,2,0,0
1193,Sagrario de Dominación,"El Carcelero estuvo atrapado en Las Fauces durante eones. Ahora, sus incontables ejércitos se congregan mientras él expande sus fronteras para consumir Oribos. Pese a la amenaza de aniquilación, Bolvar agrupa a los aliados que le quedan para atacar el corazón de Torghast y enfrentarse al Carcelero donde es más poderoso.",2450,4182018,4182020,4181530,4182023,0,0,0
1194,"Tazavesh, el Mercado Velado","La implacable jefa del cártel So'leah quiere perpetrar un atraco en diferentes reinos para hacerse con el conocimiento de los progenitores. Lo único que se lo impide es el indigno especulador Al'dalil y su variopinta pandilla, que deben cruzar el Mercado Velado y detener a So'leah antes de que se haga con ese poder prohibido.",2441,4182019,4182022,4181531,4182024,0,0,0
1195,Sepulcro de los Primeros,"El Carcelero ha entrado en el Sepulcro, el misterioso corazón de las Tierras Sombrías. Si se hace con el poder primordial que hay en su interior, remodelará el cosmos y colocará la Muerte en el centro de todo. Mientras Zovaal se prepara para dominar la realidad, los campeones de Azeroth lanzan su ataque para detenerlo. ¿Prevalecerá su determinación?",2481,4423751,4423752,4423750,4425895,0,0,0
1196,Hondonada Frondacuero,"La Hondonada Frondacuero, el asentamiento gnoll más grande de las Islas Dragón, alberga un peligro indescriptible. La descomposición se filtra desde la Hondonada, se propaga entre las tribus gnoll de las Tierras Azures y amenaza con pudrir toda forma de vida. En el corazón de la Hondonada se encuentran la líder de los Frondacuero y el saber que comparte con su pueblo marchito.",2520,4742820,4742923,4746635,4742933,0,0,0
1197,Uldaman: Legado de Tyr,"Uldaman es una antiguo complejo donde, milenios atrás, los aliados del heroico guardián Tyr escondieron los Discos de Norgannon.

Tras regresar a las Islas Dragón, la reina Alexstrasza supo de la existencia de otro disco escondido allí que contenía los recuerdos de Tyr. Alexstrasza cree que estos conocimientos son de vital importancia para restaurar el poder de los Aspectos, por lo que ha pedido a sus aliados mortales que recuperen los recuerdos de Tyr y asegurar un futuro para todos los dragónicos.",2451,4742827,4742930,4746642,4742940,0,0,0
1198,La Ofensiva Nokhud,"Después de que el Clan Nokhud capturara al espíritu de Ohn'ahra, la guerra se extendió por las Llanuras de Ohn'ahra. Para los demás clanes, Ohn'ahra es algo más que un espíritu: es su diosa. Los Primalistas han invocado fuerzas elementales, y los nigromantes comandan los espíritus de centauros legendarios. El resto de los clanes Maruuk se han unido. El tirano líder de los Nokhud, Balakar Khan, observa desde lejos. Los ataques enemigos continuarán hasta la victoria. El campo de batalla aguarda.",2516,4742821,4742924,4746636,4742934,0,0,0
1199,Neltharus,"Bajo la Ciudadela Obsidiana se encuentran Neltharus, el hogar del tesoro del Vuelo Negro, y los secretos que subyacen a su legendaria forja. Cuando los Djaradin despertaron de su letargo, eligieron Neltharus como punto de partida para su ataque. Sorprendidos de encontrarla desierta, no tardaron en apoderarse tanto de sus secretos... como el resto de la Ciudadela Obsidiana.",2519,4742825,4742928,4746640,4742938,0,0,0
1200,Cámara de las Encarnaciones,"Los Primalistas han irrumpido en la prisión de los titanes que se ha usado para contener a las Encarnaciones durante milenios. En su interior, Raszageth realiza un ritual infecto para liberar a sus hermanos y purgar el mundo de la influencia titánica con su ayuda. Los campeones de Azeroth deben asaltar esta fortaleza impenetrable y superar sus defensas para acabar con esta amenaza. Aunque muchos podrían caer, su derrota condenaría al mundo entero al reinado de fuego y sangre de las Encarnaciones.",2522,4742828,4742931,4746643,4742941,0,0,0
1201,Academia Algeth'ar,"Hace mucho tiempo, la gran Academia Algeth'ar fue un lugar de aprendizaje superior para todos los dragones. Aunque entró en letargo junto a la mayor parte de las islas, acaba de abrir de nuevo sus puertas bajo la batuta de la directora Doragosa. En una serie de nuevos y emocionantes cambios, la academia está buscando todo tipo de estudiantes, no solo dragones, así como voluntarios que contribuyan a devolverle su antigua gloria. Aquellos que caminan por el recinto de la academia siempre aprenden algo nuevo.",2526,4742826,4742929,4746641,4742939,0,0,0
1202,Estanques de Vida Rubí,"Los Estanques de Vida Rubí son los ancestrales y sagrados terrenos de anidamiento de los cinco Vuelos. El Vuelo Rojo, encargado de cuidar de toda forma de vida, protege estos estanques y, por ende, el futuro de todos los dragónicos.

Sin embargo, Raszageth y los Primalistas han llegado para acabar con ese futuro e impregnar los estanques con sus poderes primigenios. El futuro de los dragones depende de que se detenga esta invasión.",2521,4742824,4742927,4746639,4742937,0,0,0
1203,Cámara Azur,"Hace mucho tiempo, Malygos creó la Cámara Azur para que Sindragosa catalogara y almacenara cualquier artefacto mágico interesante que encontrara. Cerrada y abandona hace milenios, la cámara se ha desestabilizado, lo que la ha vuelto vulnerable a ataques externos... e internos.",2515,4742819,4742829,4746634,4742932,0,0,0
1204,Salas de Infusión,"En las profundidades de Tyrhold yacen las Salas de Infusión. Su estructura se construyó sobre un manantial ancestral, cuyas aguas el guardián Tyr canalizaba para alimentar los Estanques de Vida del Vuelo Rojo. Ahora que las Islas Dragón han despertado, las fuerzas primalistas han invadido estas salas. ¿Han venido a destruirlas... o a revelar los secretos que Tyr dejó atrás?",2527,4742823,4742926,4746638,4742936,0,0,0
1205,Islas Dragón,"Antaño, los dragones de los cinco Vuelos poblaban los cielos de las Islas Dragón, pero hace miles de años las tuvieron que abandonar para defender Azeroth de los peligros que la amenazaban. Sin embargo, las islas han vuelto a despertar y han llamado a sus antiguos custodios. Pero no están solos... Cuatro grandes dragones primigenios han llegado también: Basrikron, amo de la tierra y el esquisto; Strunraan, señor de la tempestad eléctrica; Bazual, manipulador de la llama, y Liskanoth, maestra del frío y la escarcha.",2574,4742822,4742925,4746637,4742935,2,0,0
1206,La Ofensiva Nokhud,"La guerra civil entre los centauros continúa en las llanuras. Traicionando a su propio pueblo, Balakar Khan se ha unido a los Primalistas contra el resto de los clanes y los dragones verdes. Mientras los lanzatormentas invocan un elemental en el campo de batalla, las balistas de los Shikaar repelen a los protodragones primalistas. El tiránico Balakar ha capturado a la diosa del viento Ohn'ahra. Solo podremos liberar las llanuras si acabamos con Balakar y rescatamos a la diosa.",0,0,0,0,0,0,0,0
1207,"Amirdrassil, la Esperanza del Sueño","Tras crecer protegido en el Sueño Esmeralda, Amirdrassil se prepara para florecer y cruzar a Azeroth. Pero el destino del nuevo Árbol del Mundo no estará asegurado hasta que los campeones de Azeroth se unan para derrotar a Fyrakk y sus aliados ardientes e impedir que devore el corazón de Amirdrassil y anegue el mundo con su llama.",2549,5409260,5409261,5409263,5409262,0,0,0
1208,"Aberrus, el Crisol Ensombrecido","Hace milenios, Neltharion creó Aberrus, un laboratorio secreto donde llevó a cabo experimentos que cambiarían el mundo. Tras ser redescubierto, este lugar se encuentra ahora asediado por las distintas fuerzas que buscan reclamar el legado del Guardián de la Tierra y el poder que oculta. Los campeones de Azeroth deben aventurarse en las sombras y asegurarse de que el oscuro poder de Neltharion no caiga en las manos equivocadas.",2569,5149416,5149418,5149415,5149417,0,0,0
1209,Amanecer del Infinito,"El Templo Bronce ha permanecido inactivo durante miles de años a la espera del regreso de su Vuelo. Pero justo cuando los dragones bronce han logrado recuperar su templo sagrado, las fuerzas de la oscuridad amenazan con apoderarse de él. ¿Podrá el Vuelo Infinito dominar las líneas temporales y provocar el ascenso de Murozond? Los campeones de Azeroth deben aventurarse en el tiempo para asegurarse de que siga habiendo un futuro para todos.",2579,5221758,5221768,5221804,5222376,0,0,0
1210,Grieta de Flama Oscura,"La Grieta de Flama Oscura era antaño una próspera mina terránea, hasta que dicha prosperidad llegó a su fin. Los Mecaoradores terráneos la abandonaron poco después, dejando que los kóbolds la invadieran. Sus nuevos habitantes acabaron bajo el yugo del Rey Vela, un colosal tirano que ha oprimido al resto de su gente. Ninguna riqueza espera en esta mina, solo la oportunidad de derrotar a su rey y liberar a los kóbolds esclavizados en su interior.",2651,5912531,5912549,5912510,5912540,0,0,0
1267,Priorato de la Llama Sagrada,"El Priorato de la Llama Sagrada se construyó para que los acólitos más fervorosos pudieran contemplar el misterio de la Visión del Emperador. Estos se han alejado de la gente de Mereldar, a quienes miran con desdén por su débil fe. La hermana Etna Blayze ha pedido ayuda para investigar qué secretos esconde la priora Murrezo en su santuario interior.",2649,5912533,5912551,5912512,5912542,0,0,0
1268,El Grajero,"Perchatormenta no es solo el hogar de los tormengrajos, sino también el cuartel general del guardatormenta Baelgrim y sus jinetes de la tormenta. Durante milenios, Perchatormenta ha resistido los ataques de incontables invasores. Por desgracia, la defensa del grajero se vuelve más complicada cuando el ataque viene de dentro.",2648,5912535,5912553,5912514,5912544,0,0,0
1269,La Petrocámara,"Los Mecaoradores se encargan de la Petrocámara, unas instalaciones adyacentes a la Sala del Despertar. Su antiguo líder, el Portavoz del Vacío Eirich, fue expulsado de su cargo tras infectarse con la corrupción del Vacío. Mientras los maquinistas y los leales continúan con su trabajo, Eirich se esconde tras sus seguidores más fanáticos y corruptos; y en lo más profundo de los túneles de los titanes, ha sufrido una aterradora transformación. Debes actuar cuanto antes para impedir que ascienda de nuevo al poder.",2652,5912536,5912554,5912515,5912545,0,0,0
1270,El Rompealbas,"Los arathi han completado la construcción de su buque insignia: el Rompealbas. Una nueva nave de guerra con la potencia de fuego necesaria para cambiar las tornas en la interminable guerra contra Azj-Kahet. El acto inaugural está a punto de comenzar, y la general Golpeacero ha solicitado la presencia de los heroicos forasteros para presenciar este evento histórico.",2662,5912534,5912552,5912513,5912543,0,0,0
1271,"Ara-Kara, Ciudad de los Ecos","Bajo la Ciudad Tejida yace Ara-Kara, Ciudad de los Ecos, las ruinas desiertas de la antigua urbe. Allí, las fuerzas de Ansurek pretenden cosechar materiales suficientes para que todo el pueblo nerubiano ascienda..., tanto si están dispuestos como si no.",2660,5912528,5912546,5912507,5912537,0,0,0
1272,Lagar de Tragoceniza,"¡La dirección ha cambiado! El Lagar de Tragoceniza es el corazón de la cultura de los terráneos Desvinculados y, bajo la dirección de Wenbrandt, el lugar donde todos pueden disfrutar de su potente y ardiente brebaje. Sin embargo, el lagar ha sido víctima de una adquisición corporativa hostil por parte de Áurea Barónez, una empresaria goblin sin escrúpulos que ha dado paso a una nueva era de producción de Tragoceniza masificada.",2661,5912529,5912547,5912508,5912538,0,0,0
1273,Palacio Nerub'ar,"En lo más recóndito del reino de Azj-Kahet se encuentra el Palacio Nerub'ar, sede del poder de la reina Ansurek. Desde este trono umbrío, la reina Ansurek ha reforzado el control sobre sus seguidores sureki y los ha llevado por un camino oscuro hacia un nuevo futuro. A medida que su paranoia crece, los miembros de los Hilos Cortados se preparan para lanzar la ofensiva final contra el gobierno de la reina.",2657,5912532,5912550,5912511,5912541,0,0,0
1274,Ciudad Tejida,"En las profundidades de la Ciudad Tejida se encuentra el Transformatorio, un lugar antaño sagrado para la evolución nerubiana. Ahora, este lugar se utiliza para transformar a los nerubianos ""dignos"" en poderosos ascendidos. La Tejedora y el visir no se detendrán ante nada para detener este proceso antes de que consuma todo Azj-Kahet.",2669,5912530,5912548,5912509,5912539,0,0,0
1276,La Masacre: Barrio Alabeo,"Construida hace milenios para albergar los secretos arcanos de los kaldorei, la otrora majestuosa ciudad de Eldre'Thalas yace en ruinas rezumando fuerzas maléficas. Hubo un tiempo en que aquelarres compitieron por controlar la energía corrupta de La Masacre, pero acabaron por alcanzar treguas precarias. Prefirieron explotar el poder de sus propios territorios en lugar de continuar la lucha en todo el complejo.",429,608161,608200,136333,608239,1,0,0
1277,La Masacre: Ágora de Gordok,"Construida hace milenios para albergar los secretos arcanos de los kaldorei, la otrora majestuosa ciudad de Eldre'Thalas yace en ruinas rezumando fuerzas maléficas. Hubo un tiempo en que aquelarres compitieron por controlar la energía corrupta de La Masacre, pero acabaron por alcanzar treguas precarias. Prefirieron explotar el poder de sus propios territorios en lugar de continuar la lucha en todo el complejo.",429,608161,608200,136333,608239,0,0,0
1278,Khaz Algar,"Las profundidades de Khaz Algar han sufrido grandes perturbaciones en los últimos tiempos. El cierre de la Vía del Núcleo y el alzamiento de los nerubianos han dado paso al despertar de nuevas amenazas. Se ha activado Kordac, el Protector Durmiente, para defender la Isla de Dorn. Una agregación de horrores acecha en las Cavernas Resonantes. Shurrai, la atrocidad del Inframar, perturba las aguas de Santificación. Y en las profundidades de Azj-Kahet, la caminante de las profundidades Orta, llamada también la Montaña Quebrada, ha caído presa de la sangre negra.",2774,5917062,5917063,5917061,5917064,2,0,0
1292,Stratholme: Entrada de Servicio,"Stratholme fue antiguamente la joya del norte de Lordaeron, pero hoy se la recuerda por caer en una angustiosa ruina. Fue aquí donde el príncipe Arthas dio la espalda al noble paladín Uther el Iluminado y mató a incontables habitantes que creían que habían sido infectados por la horrible peste de los no-muertos. Desde entonces, la muerte, la traición y la desesperanza han contaminado este Stratholme maldito.",329,608177,608216,136359,608255,1,0,0
1296,Liberación de Minahonda,"A pesar de los esfuerzos de la unión de cárteles, Jastor Gallywix se ha refugiado en El Gallagio y ha pedido que se le devuelvan todos los favores que se le deben..., lo que coloca una montaña de opresores en potencia entre los goblins de Minahonda y el Rey Cromado. Gazlowe y el resto de los goblins tienen que buscar la manera de entrar en el casino y deshacerse de Gallywix de una vez por todas.",2769,6422377,6422411,6422371,6422409,0,0,32
1298,Operación: Compuerta,"El agente Renzik ""Chafarote"" lidera una misión encubierta para infiltrarse en un turbio proyecto de los Fundisombras en la presa de la Estación de Bombeo. Hay que acabar con el científico loco que está detrás de todo para detener el flujo de poder destinado a las siniestras argucias de Gallywix.",2773,6422378,6422412,6422372,6422410,0,0,0
1301,Profundidades de Roca Negra,"En las abrasadoras Profundidades de Roca Negra habitan los enanos Hierro Negro y su emperador, Dagran Thaurissan. Como sus predecesores, obedece las órdenes de Ragnaros, el Señor del Fuego, un ser despiadado que fue invocado al mundo siglos atrás. La presencia de elementales del caos ha atraído al Martillo Crepuscular. Junto con los siervos de Ragnaros, han llevado a los enanos hasta unos extremos tan destructivos que podrían augurar la perdición de todo Azeroth.",2792,608157,608196,136326,608235,0,0,0
1310,Guarida de Zekvir,,0,0,0,0,0,0,0,0
