Name_lang,ID,SecondaryID,Flags,ChrRacesID,Sex,ChrModelID,OrderIndex,ChrCustomizationCategoryID,OptionType,BarberShopCostModifier,ChrCustomizationID,Requirement,SecondaryOrderIndex,AddedInPatch
Cor dos chifres,1747,846,2,0,-1,129,13,27,0,0,0,0,15,100000
Cor da armadura,1748,847,2,0,-1,129,14,28,0,0,0,0,16,100000
Visão,1761,848,32,1,0,129,15,29,0,0,2,0,17,100000
Cor dos olhos,1762,849,2,1,0,129,16,29,0,0,2,0,18,100000
Estilo dos olhos,1763,850,0,1,0,129,17,29,0,0,2,4131,19,100000
Joias de chifre,1764,851,40,0,-1,89,25,31,0,0,0,0,12,100000
Cor das joias,1765,852,10,0,-1,89,26,31,0,0,0,0,14,100000
Rosto,1767,853,128,0,-1,128,1,2,0,0,0,0,2,100000
Estilo de cabelo,1768,854,0,0,-1,128,2,2,0,0,0,0,3,100000
Cor do cabelo,1769,855,2,0,-1,128,3,2,0,0,0,0,4,100000
Orelhas,1770,856,0,0,-1,128,4,3,0,0,0,0,20,100000
Roupa de baixo - inferior,1771,857,1,0,-1,128,5,1,0,0,0,0,31,100000
Roupa de baixo - superior,1772,858,1,0,-1,128,6,1,0,0,0,0,30,100000
Cor da roupa de baixo,1773,859,3,0,-1,128,7,1,0,0,0,0,32,100000
Chifres,1774,860,8,0,-1,128,8,23,0,0,0,0,9,100000
Cor dos chifres,1775,861,2,0,-1,128,9,23,0,0,0,0,10,100000
Joias de chifre,1776,862,8,0,-1,128,10,23,0,0,0,0,11,100000
Cor das joias,1777,863,2,0,-1,128,11,3,0,0,0,0,26,100000
Padrão das escamas,1778,864,0,0,-1,128,12,23,0,0,0,0,14,100000
Brincos,1779,865,8,0,-1,128,13,3,0,0,0,0,21,100000
Colar,1780,866,8,0,-1,128,14,3,0,0,0,0,25,100000
Adereço de cabeça,1781,867,8,0,-1,128,15,3,0,0,0,0,19,100000
Enfeite de cabelo,1782,868,8,0,-1,128,16,2,1,0,0,0,6,100000
Nariz,1783,869,0,0,-1,128,17,3,0,0,0,0,22,100000
Queixo,1784,870,8,0,-1,128,18,3,0,0,0,0,23,100000
Cor dos olhos,1785,871,2,0,-1,128,19,2,0,0,0,0,7,100000
Visão,1786,872,32,1,0,128,20,2,0,0,2,0,8,100000
Destaques do cabelo,1787,873,10,0,-1,128,21,2,0,0,0,0,5,100000
Cor das escamas,1788,874,11,0,-1,128,22,23,0,0,0,0,16,100000
Escamas do corpo,1791,875,9,0,-1,128,23,1,0,0,0,0,33,100000
Marcas nas escamas,1792,876,40,0,-1,128,24,23,0,0,0,0,15,100000
Cor da pele,1793,877,81,0,-1,127,0,2,0,0,0,0,1,100000
Rosto,1794,878,128,0,-1,127,1,2,0,0,0,0,2,100000
Estilo de cabelo,1795,879,0,0,-1,127,2,2,0,0,0,0,3,100000
Cor do cabelo,1796,880,2,0,-1,127,3,2,0,0,0,0,4,100000
Barba,1797,881,8,0,-1,127,5,2,0,0,0,0,8,100000
Orelhas,1799,882,0,0,-1,127,4,3,0,0,0,0,23,100000
Roupa de baixo - inferior,1800,883,1,0,-1,127,6,1,0,0,0,0,31,100000
Roupa de baixo - superior,1802,884,1,0,-1,127,7,1,0,0,0,0,30,100000
Cor da roupa de baixo,1803,885,3,0,-1,127,8,1,0,0,0,0,32,100000
Cor dos olhos,1804,886,2,0,-1,127,20,3,0,0,0,0,21,100000
Visão,1805,887,32,0,-1,127,21,3,0,0,0,0,22,100000
Bigode,1806,888,0,0,-1,127,13,2,0,0,0,0,7,100000
Adereço de cabeça,1807,889,8,0,-1,127,16,3,0,0,0,0,20,100000
Enfeite de cabelo,1808,890,8,0,-1,127,17,2,1,0,0,0,6,100000
Padrão das escamas,1809,891,0,0,-1,127,14,23,0,0,0,0,13,100000
Nariz,1810,892,0,0,-1,127,18,3,0,0,0,0,25,100000
Destaques do cabelo,1812,894,10,0,-1,127,22,2,0,0,0,0,5,100000
Cor das joias,1813,895,2,0,-1,127,12,3,0,0,0,0,26,100000
Escamas do corpo,1818,896,9,0,-1,127,24,1,0,0,0,0,33,100000
Marcas nas escamas,1819,897,40,0,-1,127,25,23,0,0,0,0,14,100000
Cor das escamas,1823,898,11,0,-1,127,23,23,0,0,0,0,15,100000
Chifres,1828,899,8,0,-1,127,9,23,0,0,0,0,10,100000
Cor dos chifres,1829,900,2,0,-1,127,10,23,0,0,0,0,11,100000
Joias de chifre,1831,901,8,0,-1,127,11,23,0,0,0,0,12,100000
Brincos,1832,902,8,0,-1,127,15,3,0,0,0,0,24,100000
Correia peitoral,1833,903,8,0,-1,127,26,1,1,0,0,0,29,100000
Boca,1834,904,0,0,-1,123,25,29,0,0,0,3137,33,100000
Torso,1842,905,104,0,-1,89,27,24,0,0,0,0,42,100000
Saiote,1843,906,40,0,-1,89,28,26,0,0,0,0,51,100000
Ombros,1844,907,104,0,-1,89,29,24,0,0,0,0,41,100000
Elmo,1845,908,40,0,-1,89,30,24,0,0,0,0,40,100000
Cor da armadura,1846,909,10,0,-1,89,31,24,0,0,0,0,49,100000
Estilo dos chifres,1847,910,0,0,-1,123,26,27,0,0,0,4071,7,100000
Estilo dos chifres,1848,911,0,0,-1,124,99,27,0,0,0,4070,98,100000
Estilo dos chifres,1849,912,0,0,-1,125,99,27,0,0,0,4073,6,100000
Estilo dos chifres,1850,913,0,0,-1,126,99,27,0,0,0,4072,98,100000
Cor de fundo,1976,958,10,1,0,89,2,22,0,0,1,0,4,100000
Cor das Marcas,1978,959,10,1,0,89,39,22,0,0,1,0,7,100000
Sobrancelhas,1979,960,0,0,-1,127,28,23,0,0,0,0,16,100000
Sobrancelhas,1980,961,0,0,-1,128,26,23,0,0,0,0,17,100000
Armadura de cabeça,1981,962,0,0,-1,126,100,28,0,0,0,0,16,100000
,1982,963,0,0,-1,89,40,24,0,0,0,0,100,100000
Pés,1984,966,40,0,-1,89,32,26,0,0,0,0,53,100000
Peitoral,1985,967,40,0,-1,89,33,24,0,0,0,0,43,100000
Coxas,1986,968,40,0,-1,89,34,26,0,0,0,0,52,100000
Cintura,1987,969,40,0,-1,89,35,26,0,0,0,0,50,100000
Ornamentos da asa,1988,970,40,0,-1,89,36,26,0,0,0,0,54,100000
Braços,1989,971,40,0,-1,89,37,24,0,0,0,0,45,100000
Antebraços,1990,972,104,0,-1,89,38,24,0,0,0,0,46,100000
Padrão,1992,973,0,0,-1,129,18,28,0,0,0,0,20,100000
Estilo de armadura,2013,978,8,0,-1,89,41,26,0,0,0,0,55,100000
Transformação completa,2044,979,32,0,-1,123,27,27,0,0,0,0,1,100000
Transformação completa,2962,996,32,0,-1,124,27,27,0,0,0,0,1,100000
,2963,997,0,0,-1,89,42,24,0,0,0,0,101,100000
,2964,998,0,0,-1,89,43,24,0,0,0,0,102,100000
Cor,3078,660,144,1,1,148,1,21,0,0,1,0,1,100105
Visão,6338,1113,32,0,-1,1,12,3,0,0,0,0,12,0
Visão,6339,1114,32,0,-1,2,11,2,0,0,0,0,9,0
Visão,6340,1115,32,0,-1,3,25,2,0,0,0,0,8,0
Visão,6341,1116,32,0,-1,4,23,2,0,0,0,0,6,0
Visão,6342,1117,32,0,-1,5,22,16,0,0,0,0,8,0
Visão,6343,1118,32,0,-1,6,11,2,0,0,0,0,6,0
Visão,6344,1119,32,0,-1,7,46,23,0,0,0,0,13,0
Visão,6345,1120,32,0,-1,8,36,23,0,0,0,0,13,0
Visão,6346,1121,32,0,-1,9,9,13,0,0,0,4103,9,0
Visão,6347,1122,32,0,-1,10,9,13,0,0,0,4104,9,0
Visão,6348,1123,32,0,-1,11,56,19,0,0,0,0,11,0
Visão,6349,1124,32,0,-1,12,56,18,0,0,0,0,8,0
Visão,6350,1125,32,0,-1,13,9,2,0,0,0,0,9,0
Visão,6351,1126,32,0,-1,14,8,2,0,0,0,0,6,0
Visão,6352,1127,32,0,-1,15,28,2,0,0,0,0,7,0
Visão,6353,1128,32,0,-1,16,28,2,0,0,0,0,7,0
Visão,6354,1129,32,0,-1,17,15,2,0,0,0,0,7,0
Visão,6355,1130,32,0,-1,18,15,2,0,0,0,141,7,0
Visão,6356,1131,32,0,-1,19,14,2,0,0,0,0,14,0
Visão,6357,1132,32,0,-1,20,28,2,0,0,0,0,7,0
Visão,6358,1133,32,0,-1,21,21,2,0,0,0,0,7,0
Visão,6359,1134,32,0,-1,22,21,2,0,0,0,0,7,0
Visão,6360,1135,32,0,-1,43,55,20,0,0,0,0,7,0
Visão,6361,1136,32,0,-1,44,13,20,0,0,0,0,7,0
Visão,6362,1137,32,0,-1,47,8,14,0,0,0,0,8,0
Visão,6363,1138,32,0,-1,48,8,14,0,0,0,0,6,0
Visão,6364,1139,32,0,-1,53,18,2,0,0,0,0,8,0
Visão,6365,1140,32,0,-1,54,20,2,0,0,0,0,8,0
Visão,6366,1141,32,0,-1,55,26,2,0,0,0,0,8,0
Visão,6367,1142,32,0,-1,56,30,2,0,0,0,0,9,0
Visão,6368,1143,32,0,-1,59,14,2,0,0,0,0,11,0
Visão,6369,1144,32,0,-1,60,18,2,0,0,0,0,9,0
Visão,6370,1145,32,0,-1,61,16,2,0,0,0,0,9,0
Visão,6371,1146,32,0,-1,62,27,2,0,0,0,0,7,0
Visão,6372,1147,32,0,-1,63,8,2,0,0,0,0,8,0
Visão,6373,1148,32,0,-1,64,8,2,0,0,0,0,6,0
Visão,6374,1149,32,0,-1,67,9,16,0,0,0,0,9,0
Visão,6375,1150,32,0,-1,68,8,2,0,0,0,0,8,0
Visão,6376,1151,32,0,-1,69,21,2,0,0,0,0,8,0
Visão,6377,1152,32,0,-1,70,9,2,0,0,0,0,8,0
Visão,6378,1153,32,0,-1,71,31,15,0,0,0,0,8,0
Visão,6379,1154,32,0,-1,72,9,15,0,0,0,0,6,0
Visão,6380,1155,32,0,-1,73,13,2,0,0,0,0,8,0
Visão,6381,1156,32,0,-1,74,13,2,0,0,0,141,7,0
Visão,6394,1157,32,0,-1,57,11,2,0,0,0,0,7,0
Visão,6395,1158,32,0,-1,58,12,2,0,0,0,0,6,0
Transformação completa,6397,1159,32,0,-1,125,9,27,0,0,0,0,0,100000
Chifres,6402,1160,0,0,-1,149,1,27,0,0,0,0,2,100100
Crista,6403,1161,0,0,-1,149,2,29,0,0,0,0,3,100100
Mandíbula,6404,1162,0,0,-1,149,3,29,0,0,0,0,4,100100
Queixo,6405,1163,0,0,-1,149,4,29,0,0,0,0,9,100100
Cauda,6406,1164,0,0,-1,149,5,27,0,0,0,0,6,100100
Costas,6407,1165,0,0,-1,149,6,27,0,0,0,0,5,100100
Armadura corporal,6408,1166,0,0,-1,149,7,27,0,0,0,0,7,100100
Armadura de cabeça,6409,1167,0,0,-1,149,8,27,0,0,0,0,8,100100
Cor da pele,6410,1168,16,0,-1,149,9,27,0,0,0,0,1,100100
Cor da armadura,6411,1169,2,0,-1,149,10,27,0,0,0,0,10,100100
Cor dos olhos,6412,1170,2,0,-1,149,11,29,0,0,0,0,11,100100
Marcas,6413,1171,0,0,-1,149,12,29,0,0,0,0,12,100100
Estilo,8474,1174,64,0,-1,176,0,37,0,0,2,0,0,100105
Cor,8475,1175,144,0,-1,176,1,37,0,0,1,0,1,100105
Estilo dos olhos,8522,1236,32,0,-1,1,13,3,0,0,0,12,0,0
Estilo dos olhos,8523,1237,32,0,-1,2,12,2,0,0,0,12,0,0
Estilo dos olhos,8524,1238,32,0,-1,3,26,2,0,0,0,12,0,0
Estilo dos olhos,8525,1239,32,0,-1,4,24,2,0,0,0,12,0,0
Estilo dos olhos,8526,1240,32,0,-1,5,23,16,0,0,0,12,0,0
Estilo dos olhos,8527,1241,32,0,-1,6,12,2,0,0,0,12,0,0
Estilo dos olhos,8528,1242,32,0,-1,7,47,3,0,0,0,12,0,0
Estilo dos olhos,8529,1243,32,0,-1,8,37,3,0,0,0,12,0,0
Estilo dos olhos,8530,1244,32,0,-1,9,10,13,0,0,0,12,0,0
Estilo dos olhos,8531,1245,32,0,-1,10,10,13,0,0,0,12,0,0
Estilo dos olhos,8532,1246,32,0,-1,11,57,19,0,0,0,12,0,0
Estilo dos olhos,8533,1247,32,0,-1,12,57,18,0,0,0,12,0,0
Estilo dos olhos,8534,1248,32,0,-1,13,10,2,0,0,0,12,0,0
Estilo dos olhos,8535,1249,32,0,-1,14,9,2,0,0,0,12,0,0
Estilo dos olhos,8536,1250,32,0,-1,15,29,2,0,0,0,12,0,0
Estilo dos olhos,8537,1251,32,0,-1,16,29,2,0,0,0,12,0,0
Estilo dos olhos,8538,1252,32,0,-1,17,16,2,0,0,0,12,0,0
Estilo dos olhos,8539,1253,32,0,-1,18,16,2,0,0,0,12,0,0
Estilo dos olhos,8540,1254,32,0,-1,19,15,2,0,0,0,12,0,0
Estilo dos olhos,8541,1255,32,0,-1,20,29,2,0,0,0,12,0,0
Estilo dos olhos,8542,1256,32,0,-1,21,22,2,0,0,0,12,0,0
Estilo dos olhos,8543,1257,32,0,-1,22,22,2,0,0,0,12,0,0
Estilo dos olhos,8544,1258,32,0,-1,43,56,20,0,0,0,12,0,0
Estilo dos olhos,8545,1259,32,0,-1,44,14,20,0,0,0,12,0,0
Estilo dos olhos,8546,1260,32,0,-1,47,9,14,0,0,0,12,0,0
Estilo dos olhos,8547,1261,32,0,-1,48,9,14,0,0,0,12,0,0
Estilo da cor dos olhos,8548,1262,32,0,-1,53,19,2,0,0,0,12,0,0
Estilo da cor dos olhos,8549,1263,32,0,-1,54,21,2,0,0,0,12,0,0
Estilo dos olhos,8550,1264,32,0,-1,55,27,2,0,0,0,12,0,0
Estilo dos olhos,8551,1265,32,0,-1,56,31,2,0,0,0,12,0,0
Estilo dos olhos,8552,1266,32,0,-1,57,12,2,0,0,0,12,0,0
Estilo dos olhos,8553,1267,32,0,-1,58,13,2,0,0,0,12,0,0
Estilo dos olhos,8554,1268,32,0,-1,59,15,2,0,0,0,12,0,0
Estilo dos olhos,8555,1269,32,0,-1,60,19,2,0,0,0,12,0,0
Estilo dos olhos,8556,1270,32,0,-1,61,17,2,0,0,0,12,0,0
Estilo dos olhos,8557,1271,32,0,-1,62,28,2,0,0,0,12,0,0
Estilo dos olhos,8558,1272,32,0,-1,63,9,2,0,0,0,12,0,0
Estilo dos olhos,8559,1273,32,0,-1,64,9,2,0,0,0,12,0,0
Estilo dos olhos,8560,1274,32,0,-1,67,10,16,0,0,0,12,0,0
Estilo dos olhos,8561,1275,32,0,-1,68,9,2,0,0,0,12,0,0
Estilo dos olhos,8562,1276,32,0,-1,69,22,2,0,0,0,12,0,0
Estilo dos olhos,8563,1277,32,0,-1,70,10,2,0,0,0,12,0,0
Estilo dos olhos,8564,1278,32,0,-1,71,32,15,0,0,0,12,0,0
Estilo dos olhos,8565,1279,32,0,-1,72,10,15,0,0,0,12,0,0
Estilo dos olhos,8566,1280,32,0,-1,73,14,2,0,0,0,12,0,0
Estilo dos olhos,8567,1281,32,0,-1,74,14,2,0,0,0,12,0,0
Estilo,8598,1188,64,0,-1,180,0,39,0,0,2,0,0,100105
Cor,8600,1189,144,0,-1,180,1,39,0,0,1,0,1,100105
Cor,8601,1190,144,0,-1,181,1,42,0,0,1,0,1,100105
Estilo,8602,1191,64,0,-1,181,0,42,0,0,2,0,0,100105
Estilo,8603,1192,64,0,-1,182,0,43,0,0,2,0,0,100105
Cor,8604,1193,144,0,-1,182,1,43,0,0,1,0,1,100105
Estilo,8605,1194,64,0,-1,183,0,44,0,0,2,0,0,100105
Cor,8607,1195,144,0,-1,183,1,44,0,0,1,0,1,100105
Estilo,8610,1196,64,0,-1,184,0,45,0,0,2,0,0,100105
Cor,8611,1197,144,0,-1,184,1,45,0,0,1,0,1,100105
Chamas,8612,1198,0,1,1,148,2,21,1,0,3,0,2,100105
Cor da pele,8614,1199,16,0,-1,186,1,27,0,0,0,0,1,100107
Cor da armadura,8615,1200,2,0,-1,186,2,27,0,0,0,0,8,100107
Coroa,8616,1201,0,0,-1,186,3,29,0,0,0,0,21,100107
Supercílio,8617,1202,0,0,-1,186,4,29,0,0,0,0,22,100107
Bochecha,8618,1203,0,0,-1,186,5,29,0,0,0,0,23,100107
Bico,8619,1204,0,0,-1,186,6,29,0,0,0,0,19,100107
Cauda,8620,1205,0,0,-1,186,7,27,0,0,0,0,9,100107
Elmo,8621,1206,0,0,-1,186,8,29,0,0,0,0,20,100107
Garganta,8622,1207,0,0,-1,186,9,27,0,0,0,0,2,100107
Peito,8623,1208,0,0,-1,186,10,27,0,0,0,0,4,100107
Braçadeiras,8624,1209,0,0,-1,186,11,27,0,0,0,0,5,100107
Sela,8625,1210,0,0,-1,186,12,27,0,0,0,0,3,100107
Marcas,8627,999,40,0,-1,7,33,3,0,0,0,0,20,100107
Focinho,8640,1282,0,0,-1,188,1,29,0,0,0,0,20,100200
Chifres,8642,1283,0,0,-1,188,2,29,0,0,0,0,23,100200
Costas,8643,1284,0,0,-1,188,3,27,0,0,0,0,4,100200
Armadura de cabeça,8646,1286,0,0,-1,188,5,27,0,0,0,0,7,100200
Cor da pele,8648,1288,16,0,-1,188,7,27,0,0,0,0,1,100200
Pescoço,8649,1292,0,0,-1,188,4,27,0,0,0,0,3,100200
Cor da armadura,8650,1289,2,0,-1,188,8,27,0,0,0,0,8,100200
Armadura corporal,8652,1290,0,0,-1,188,6,27,0,0,0,0,6,100200
Testa,8653,1291,0,0,-1,188,9,29,0,0,0,0,22,100200
Cor da pena,8654,1293,16,0,-1,194,1,46,0,0,0,4165,1,100200
Cor do chifre e do bico,8655,1294,2,0,-1,194,3,46,0,0,0,4165,4,100200
Cor da decoração,8656,1295,2,0,-1,194,9,3,0,0,0,4404,9,100200
Cor dos efeitos,8657,1296,2,0,-1,194,11,3,0,0,0,4405,11,100200
Bico,8658,1297,0,0,-1,194,4,46,0,0,0,4165,3,100200
Sobrancelhas,8659,1298,0,0,-1,194,5,46,0,0,0,4165,5,100200
Bigodes,8660,1299,0,0,-1,194,6,46,0,0,0,4165,6,100200
Penas,8661,1300,0,0,-1,194,7,46,0,0,0,4165,7,100200
Chifres,8662,1301,0,0,-1,194,2,46,0,0,0,4165,2,100200
Decoração,8663,1302,0,0,-1,194,8,3,0,0,0,4165,8,100200
Efeitos,8664,1303,0,0,-1,194,10,3,0,0,0,4165,10,100200
Estilo,8666,1304,64,0,-1,197,0,47,0,0,2,0,0,100205
Cor,8667,1305,144,0,-1,197,1,47,0,0,2,0,1,100205
Estilo,8668,1306,64,0,-1,198,0,48,0,0,2,0,0,100205
Cor,8669,1307,144,0,-1,198,1,48,0,0,2,0,1,100205
Estilo de cabelo,8672,1308,0,0,-1,200,1,2,0,0,0,0,1,110000
Sobrancelhas,8674,1310,0,0,-1,200,3,2,0,0,0,0,3,110000
Dentes,8675,1311,0,0,-1,200,4,2,0,0,0,0,4,110000
Penas de Ombro,8676,1312,0,0,-1,200,5,1,0,0,0,0,5,110000
Cor da pele,8680,1316,16,0,-1,200,8,1,0,0,0,0,8,110000
Rosto,8681,1317,0,0,-1,200,9,2,0,0,0,0,9,110000
Cor do cabelo,8682,1318,0,0,-1,200,10,2,0,0,0,0,10,110000
Pelo Facial,8683,1319,0,0,-1,200,11,2,0,0,0,0,11,110000
Pelo Corporal,8684,1320,0,0,-1,200,12,1,0,0,0,0,12,110000
Cor das Penas,8685,1321,0,0,-1,200,13,1,0,0,0,0,13,110000
Cor dos Destaques do Cabelo,8687,1323,0,0,-1,200,14,2,0,0,0,0,14,110000
Orelhas,8690,1324,0,0,-1,200,15,2,0,0,0,0,15,110000
Cor dos olhos,8691,1325,0,0,-1,200,16,1,0,0,0,0,16,110000
Cabeça,8692,1326,0,0,-1,200,17,1,0,0,0,0,17,110000
Joias,8693,1327,0,0,-1,200,18,1,0,0,0,0,18,110000
Estilo de cabelo,8702,1328,0,0,-1,201,1,1,0,0,0,0,1,110000
Orelhas,8703,1329,0,0,-1,201,2,1,0,0,0,0,2,110000
Cabeça,8704,1330,0,0,-1,201,3,1,0,0,0,0,3,110000
Sobrancelhas,8705,1331,0,0,-1,201,4,1,0,0,0,0,4,110000
Refração Ocular,8708,1334,0,0,-1,201,7,1,0,0,0,0,7,110000
Dentes,8709,1335,0,0,-1,201,8,1,0,0,0,0,8,110000
Penas de Ombro,8710,1336,0,0,-1,201,9,1,0,0,0,0,9,110000
Pelo Corporal,8711,1337,0,0,-1,201,10,1,0,0,0,0,10,110000
Pelo Facial,8712,1338,0,0,-1,201,11,1,0,0,0,0,11,110000
Cor dos olhos,8713,1339,0,0,-1,201,12,1,0,0,0,0,12,110000
Rosto,8714,1340,0,0,-1,201,13,1,0,0,0,0,13,110000
Cor do cabelo,8715,1341,0,0,-1,201,14,1,0,0,0,0,14,110000
Cor da pele,8716,1342,16,0,-1,201,15,1,0,0,0,0,15,110000
Cor dos Destaques do Cabelo,8717,1343,0,0,-1,201,16,1,0,0,0,0,16,110000
Joias,8718,1344,0,0,-1,201,17,1,0,0,0,0,17,110000
Cor das Penas,8719,1345,0,0,-1,201,18,1,0,0,0,0,18,110000
Visão,8754,1346,32,0,-1,200,19,2,0,0,0,0,19,0
Visão,8756,1347,32,0,-1,201,20,2,0,0,0,0,20,0
Pés,8757,1348,0,0,-1,200,20,1,0,0,0,0,20,110000
Refração Ocular,8761,1349,0,0,-1,200,21,2,0,0,0,0,21,110000
Pés,8762,1350,0,0,-1,201,21,1,0,0,0,0,21,110000
Cor da pele,8764,1352,16,0,-1,195,0,2,0,0,0,0,1,0
Cor da pele,8765,1353,16,0,-1,196,0,2,0,0,0,0,1,0
Cinto,8770,1355,8,0,-1,195,2,50,1,0,0,0,37,0
Estilo da barba,8771,1356,0,0,-1,195,3,2,0,0,0,0,5,0
Estilo de cabelo,8772,1357,0,0,-1,195,4,2,0,0,0,0,3,0
Rosto,8773,1358,0,0,-1,195,5,2,0,0,0,0,2,0
Cor das gemas,8774,1359,2,0,-1,195,6,50,0,0,0,0,30,0
Cor do cabelo,8775,1360,2,0,-1,195,7,2,0,0,0,0,4,0
Cor dos olhos,8776,1361,2,0,-1,195,8,2,0,0,0,0,7,0
Estilo de cabelo,8777,1362,0,0,-1,196,1,2,0,0,0,0,3,0
Estilo da barba,8778,1363,0,0,-1,196,2,2,0,0,0,0,5,0
Visão,8779,1364,32,0,-1,196,3,2,0,0,0,0,8,0
Cor do cabelo,8781,1366,2,0,-1,196,5,2,0,0,0,0,4,0
Cor das gemas,8782,1367,2,0,-1,196,6,50,0,0,0,0,30,0
Cor dos olhos,8783,1368,2,0,-1,196,7,2,0,0,0,0,7,0
Rosto,8784,1369,0,0,-1,196,8,2,0,0,0,0,2,0
Visão,8787,1371,32,0,-1,195,9,2,0,0,0,0,8,0
Cinto,8788,1370,8,0,-1,196,9,50,1,0,0,0,37,0
Orelhas,8789,1372,0,4,0,1,14,23,0,0,1,0,8,110000
Orelhas,8790,1373,0,4,0,2,13,23,0,0,1,0,10,110000
Orelhas,8791,1374,0,4,0,63,10,23,0,0,1,0,9,110000
Orelhas,8792,1375,0,4,0,64,10,23,0,0,1,0,9,110000
Estilo dos chifres,8793,1376,0,0,-1,195,10,2,0,0,0,0,11,0
Hand FX,8797,1377,0,0,-1,195,11,1,0,0,0,0,12,0
Estilo dos chifres,8799,1378,0,0,-1,196,10,2,0,0,0,0,11,0
Hand FX,8800,1379,0,0,-1,196,11,1,0,0,0,0,12,0
Cor,8801,1380,16,0,-1,202,1,27,0,0,0,4548,1,0
Nariz,8803,1381,0,0,-1,202,2,27,0,0,0,4548,2,0
Asas,8804,1382,0,0,-1,202,3,27,0,0,0,4548,3,0
Cauda,8805,1383,0,0,-1,202,4,27,0,0,0,4548,4,0
Topo,8806,1384,0,0,-1,202,5,27,0,0,0,4548,5,0
Decalque superior,8808,1386,0,0,-1,202,7,27,0,0,0,4549,7,0
Sobrancelhas,8809,1385,0,0,-1,196,13,2,1,0,0,0,6,0
Sobrancelhas,8810,1387,0,0,-1,195,12,2,1,0,0,0,6,0
Ombro direito,8842,1388,8,0,-1,195,13,50,0,0,0,0,32,0
Ombro esquerdo,8843,1389,8,0,-1,195,14,50,0,0,0,0,31,0
Torso,8844,1390,8,0,-1,195,15,50,0,0,0,0,36,0
Braços,8845,1391,8,0,-1,195,16,50,0,0,0,0,34,0
Pernas,8846,1392,8,0,-1,195,17,50,0,0,0,0,38,0
Mãos,8847,1393,8,0,-1,195,18,50,0,0,0,0,35,0
Ombro direito,8848,1394,8,0,-1,196,14,50,0,0,0,0,32,0
Ombro esquerdo,8849,1395,8,0,-1,196,15,50,0,0,0,0,31,0
Torso,8850,1396,8,0,-1,196,16,50,0,0,0,0,36,0
Braços,8851,1397,8,0,-1,196,17,50,0,0,0,0,34,0
Mãos,8852,1398,8,0,-1,196,18,50,0,0,0,0,35,0
Pernas,8853,1399,8,0,-1,196,19,50,0,0,0,0,38,0
Transformação Completa,8855,1414,32,0,-1,202,8,27,0,0,0,0,0,0
