Item Level	Armor Multiplier	Weapon Multiplier	Trinket Multiplier	Jewelry Multiplier
1154	0.178736187	0.178736187	0.178736187	0.463760827
1155	0.178736187	0.178736187	0.178736187	0.463760827
1156	0.178736187	0.178736187	0.178736187	0.463760827
1157	0.178736187	0.178736187	0.178736187	0.463760827
1158	0.178736187	0.178736187	0.178736187	0.463760827
1159	0.178736187	0.178736187	0.178736187	0.463760827
1160	0.178736187	0.178736187	0.178736187	0.463760827
1161	0.178736187	0.178736187	0.178736187	0.463760827
1162	0.178736187	0.178736187	0.178736187	0.463760827
1163	0.178736187	0.178736187	0.178736187	0.463760827
1164	0.178736187	0.178736187	0.178736187	0.463760827
1165	0.178736187	0.178736187	0.178736187	0.463760827
1166	0.178736187	0.178736187	0.178736187	0.463760827
1167	0.178736187	0.178736187	0.178736187	0.463760827
1168	0.178736187	0.178736187	0.178736187	0.463760827
1169	0.178736187	0.178736187	0.178736187	0.463760827
1170	0.178736187	0.178736187	0.178736187	0.463760827
1171	0.178736187	0.178736187	0.178736187	0.463760827
1172	0.178736187	0.178736187	0.178736187	0.463760827
1173	0.178736187	0.178736187	0.178736187	0.463760827
1174	0.178736187	0.178736187	0.178736187	0.463760827
1175	0.178736187	0.178736187	0.178736187	0.463760827
1176	0.178736187	0.178736187	0.178736187	0.463760827
1177	0.178736187	0.178736187	0.178736187	0.463760827
1178	0.178736187	0.178736187	0.178736187	0.463760827
1179	0.178736187	0.178736187	0.178736187	0.463760827
1180	0.178736187	0.178736187	0.178736187	0.463760827
1181	0.178736187	0.178736187	0.178736187	0.463760827
1182	0.178736187	0.178736187	0.178736187	0.463760827
1183	0.178736187	0.178736187	0.178736187	0.463760827
1184	0.178736187	0.178736187	0.178736187	0.463760827
1185	0.178736187	0.178736187	0.178736187	0.463760827
1186	0.178736187	0.178736187	0.178736187	0.463760827
1187	0.178736187	0.178736187	0.178736187	0.463760827
1188	0.178736187	0.178736187	0.178736187	0.463760827
1189	0.178736187	0.178736187	0.178736187	0.463760827
1190	0.178736187	0.178736187	0.178736187	0.463760827
1191	0.178736187	0.178736187	0.178736187	0.463760827
1192	0.178736187	0.178736187	0.178736187	0.463760827
1193	0.178736187	0.178736187	0.178736187	0.463760827
1194	0.178736187	0.178736187	0.178736187	0.463760827
1195	0.178736187	0.178736187	0.178736187	0.463760827
1196	0.178736187	0.178736187	0.178736187	0.463760827
1197	0.178736187	0.178736187	0.178736187	0.463760827
1198	0.178736187	0.178736187	0.178736187	0.463760827
1199	0.178736187	0.178736187	0.178736187	0.463760827
1200	0.178736187	0.178736187	0.178736187	0.463760827
1201	0.178736187	0.178736187	0.178736187	0.463760827
1202	0.178736187	0.178736187	0.178736187	0.463760827
1203	0.178736187	0.178736187	0.178736187	0.463760827
1204	0.178736187	0.178736187	0.178736187	0.463760827
1205	0.178736187	0.178736187	0.178736187	0.463760827
1206	0.178736187	0.178736187	0.178736187	0.463760827
1207	0.178736187	0.178736187	0.178736187	0.463760827
1208	0.178736187	0.178736187	0.178736187	0.463760827
1209	0.178736187	0.178736187	0.178736187	0.463760827
1210	0.178736187	0.178736187	0.178736187	0.463760827
1211	0.178736187	0.178736187	0.178736187	0.463760827
1212	0.178736187	0.178736187	0.178736187	0.463760827
1213	0.178736187	0.178736187	0.178736187	0.463760827
1214	0.178736187	0.178736187	0.178736187	0.463760827
1215	0.178736187	0.178736187	0.178736187	0.463760827
1216	0.178736187	0.178736187	0.178736187	0.463760827
1217	0.178736187	0.178736187	0.178736187	0.463760827
1218	0.178736187	0.178736187	0.178736187	0.463760827
1219	0.178736187	0.178736187	0.178736187	0.463760827
1220	0.178736187	0.178736187	0.178736187	0.463760827
1221	0.178736187	0.178736187	0.178736187	0.463760827
1222	0.178736187	0.178736187	0.178736187	0.463760827
1223	0.178736187	0.178736187	0.178736187	0.463760827
1224	0.178736187	0.178736187	0.178736187	0.463760827
1225	0.178736187	0.178736187	0.178736187	0.463760827
1226	0.178736187	0.178736187	0.178736187	0.463760827
1227	0.178736187	0.178736187	0.178736187	0.463760827
1228	0.178736187	0.178736187	0.178736187	0.463760827
1229	0.178736187	0.178736187	0.178736187	0.463760827
1230	0.178736187	0.178736187	0.178736187	0.463760827
1231	0.178736187	0.178736187	0.178736187	0.463760827
1232	0.178736187	0.178736187	0.178736187	0.463760827
1233	0.178736187	0.178736187	0.178736187	0.463760827
1234	0.178736187	0.178736187	0.178736187	0.463760827
1235	0.178736187	0.178736187	0.178736187	0.463760827
1236	0.178736187	0.178736187	0.178736187	0.463760827
1237	0.178736187	0.178736187	0.178736187	0.463760827
1238	0.178736187	0.178736187	0.178736187	0.463760827
1239	0.178736187	0.178736187	0.178736187	0.463760827
1240	0.178736187	0.178736187	0.178736187	0.463760827
1241	0.178736187	0.178736187	0.178736187	0.463760827
1242	0.178736187	0.178736187	0.178736187	0.463760827
1243	0.178736187	0.178736187	0.178736187	0.463760827
1244	0.178736187	0.178736187	0.178736187	0.463760827
1245	0.178736187	0.178736187	0.178736187	0.463760827
1246	0.178736187	0.178736187	0.178736187	0.463760827
1247	0.178736187	0.178736187	0.178736187	0.463760827
1248	0.178736187	0.178736187	0.178736187	0.463760827
1249	0.178736187	0.178736187	0.178736187	0.463760827
1250	0.178736187	0.178736187	0.178736187	0.463760827
1251	0.178736187	0.178736187	0.178736187	0.463760827
1252	0.178736187	0.178736187	0.178736187	0.463760827
1253	0.178736187	0.178736187	0.178736187	0.463760827
1254	0.178736187	0.178736187	0.178736187	0.463760827
1255	0.178736187	0.178736187	0.178736187	0.463760827
1256	0.178736187	0.178736187	0.178736187	0.463760827
1257	0.178736187	0.178736187	0.178736187	0.463760827
1258	0.178736187	0.178736187	0.178736187	0.463760827
1259	0.178736187	0.178736187	0.178736187	0.463760827
1260	0.178736187	0.178736187	0.178736187	0.463760827
1261	0.178736187	0.178736187	0.178736187	0.463760827
1262	0.178736187	0.178736187	0.178736187	0.463760827
1263	0.178736187	0.178736187	0.178736187	0.463760827
1264	0.178736187	0.178736187	0.178736187	0.463760827
1265	0.178736187	0.178736187	0.178736187	0.463760827
1266	0.178736187	0.178736187	0.178736187	0.463760827
1267	0.178736187	0.178736187	0.178736187	0.463760827
1268	0.178736187	0.178736187	0.178736187	0.463760827
1269	0.178736187	0.178736187	0.178736187	0.463760827
1270	0.178736187	0.178736187	0.178736187	0.463760827
1271	0.178736187	0.178736187	0.178736187	0.463760827
1272	0.178736187	0.178736187	0.178736187	0.463760827
1273	0.178736187	0.178736187	0.178736187	0.463760827
1274	0.178736187	0.178736187	0.178736187	0.463760827
1275	0.178736187	0.178736187	0.178736187	0.463760827
1276	0.178736187	0.178736187	0.178736187	0.463760827
1277	0.178736187	0.178736187	0.178736187	0.463760827
1278	0.178736187	0.178736187	0.178736187	0.463760827
1279	0.178736187	0.178736187	0.178736187	0.463760827
1280	0.178736187	0.178736187	0.178736187	0.463760827
1281	0.178736187	0.178736187	0.178736187	0.463760827
1282	0.178736187	0.178736187	0.178736187	0.463760827
1283	0.178736187	0.178736187	0.178736187	0.463760827
1284	0.178736187	0.178736187	0.178736187	0.463760827
1285	0.178736187	0.178736187	0.178736187	0.463760827
1286	0.178736187	0.178736187	0.178736187	0.463760827
1287	0.178736187	0.178736187	0.178736187	0.463760827
1288	0.178736187	0.178736187	0.178736187	0.463760827
1289	0.178736187	0.178736187	0.178736187	0.463760827
1290	0.178736187	0.178736187	0.178736187	0.463760827
1291	0.178736187	0.178736187	0.178736187	0.463760827
1292	0.178736187	0.178736187	0.178736187	0.463760827
1293	0.178736187	0.178736187	0.178736187	0.463760827
1294	0.178736187	0.178736187	0.178736187	0.463760827
1295	0.178736187	0.178736187	0.178736187	0.463760827
1296	0.178736187	0.178736187	0.178736187	0.463760827
1297	0.178736187	0.178736187	0.178736187	0.463760827
1298	0.178736187	0.178736187	0.178736187	0.463760827
1299	0.178736187	0.178736187	0.178736187	0.463760827
1300	0.178736187	0.178736187	0.178736187	0.463760827
